record_id,project_id,project_name,developer_id,report_date,milestone_name,milestone_planned_start,milestone_planned_end,milestone_actual_start,milestone_actual_end,planned_progress_pct,actual_progress_pct,progress_variance_pct,delay_days,delay_reason,planned_budget_aed,actual_cost_aed,cost_variance_aed,cost_overrun_pct,total_project_budget_aed,total_spent_to_date_aed,budget_utilization_pct,contractor_id,contractor_name,labour_deployed,labour_planned,resource_utilization_pct,rera_inspection_passed,quality_score,safety_incidents,project_health_score,delay_risk_flag,escalation_flag,next_milestone,next_milestone_due_date,handover_date_original,handover_date_revised
CONS002668,PRJ0035,Danube Properties Saadiyat Island Heights,DEV0008,2022-09-01,Fit-Out,2021-10-06,2022-01-04,2021-10-17,2022-01-27,74.9,71.9,-3.04,23,Regulatory,203392359,214372893,10980534,5.4,1220354154,1071864465,105.4,CONT137,Contractor_070,227,212,107.08,True,68.4,0,78.8,False,False,Handover,2022-02-03,2022-12-30,2022-01-04
CONS002669,PRJ0087,Danube Properties Al Ghadeer Tower,DEV0008,2022-09-01,Structure,2022-07-03,2022-10-31,2022-07-06,2022-11-07,83.1,78.5,-4.57,7,,57310988,46001307,-11309681,-19.73,343865928,92002614,80.27,CONT056,Contractor_186,76,104,73.08,True,85.4,0,92.1,False,False,MEP,2023-01-29,2023-09-26,2022-10-31
CONS002670,PRJ0076,Ellington Properties Business Bay Gardens,DEV0010,2022-09-01,Foundation,2022-09-01,2022-10-31,2022-09-04,2022-11-07,91.0,88.6,-2.36,7,,359583927,303363206,-56220721,-15.63,2157503562,303363206,84.37,CONT192,Contractor_112,53,62,85.48,True,87.5,0,92.9,False,False,Structure,2023-02-28,2023-11-25,2022-10-31
CONS002671,PRJ0173,Aldar Properties Yas Acres Heights,DEV0003,2022-09-01,Structure,2022-07-03,2022-10-31,2022-07-07,2022-11-09,91.6,93.0,1.45,9,,266806493,240733248,-26073245,-9.77,1600838958,481466496,90.23,CONT018,Contractor_168,536,551,97.28,False,94.4,0,95.1,False,False,MEP,2023-01-29,2023-09-26,2022-10-31
CONS002672,PRJ0021,DAMAC Properties Al Raha Beach Gardens,DEV0002,2022-09-01,Façade,2021-12-05,2022-02-03,2021-12-06,2022-02-05,81.1,86.8,5.75,2,,134922224,119688236,-15233988,-11.29,809533344,478752944,88.71,CONT177,Contractor_029,76,82,92.68,True,74.6,0,89.2,False,False,Fit-Out,2022-05-04,2023-02-28,2022-02-03
CONS002673,PRJ0001,Aldar Properties Yas Acres Tower,DEV0003,2022-09-01,Fit-Out,2021-10-06,2022-01-04,2021-10-11,2022-01-14,99.9,89.6,-10.27,10,,137121945,159187199,22065254,16.09,822731670,795935995,116.09,CONT077,Contractor_126,292,401,72.82,False,87.4,0,87.1,True,True,Handover,2022-02-03,2022-12-30,2022-01-04
CONS002674,PRJ0160,Imtiaz Developments JVC Gardens,DEV0013,2022-09-01,Handover,2021-07-08,2021-08-07,2021-07-19,2021-08-29,84.2,81.0,-3.23,22,Financing,695829889,733999149,38169260,5.49,4174979334,4403994894,105.49,CONT184,Contractor_150,25,34,73.53,True,83.8,0,85.3,False,False,Handover,2021-09-06,2022-10-01,2021-08-07
CONS002675,PRJ0188,Imtiaz Developments Al Raha Beach Gardens,DEV0013,2022-09-01,Foundation,2022-09-01,2022-10-31,2022-09-08,2022-11-15,62.1,59.0,-3.07,15,Regulatory,228250285,264929757,36679472,16.07,1369501710,264929757,116.07,CONT023,Contractor_009,285,272,104.78,True,82.9,0,83.8,False,True,Structure,2023-02-28,2023-11-25,2022-10-31
CONS002676,PRJ0115,Imtiaz Developments Al Reef Tower,DEV0013,2022-09-01,Façade,2021-12-05,2022-02-03,2021-12-07,2022-02-07,60.4,54.7,-5.73,4,,115930275,136020302,20090027,17.33,695581650,544081208,117.33,CONT158,Contractor_008,459,429,106.99,True,81.7,0,86.3,False,True,Fit-Out,2022-05-04,2023-02-28,2022-02-03
CONS002677,PRJ0186,Majid Al Futtaim Palm Jumeirah Tower,DEV0018,2022-09-01,MEP,2022-03-05,2022-06-03,2022-03-18,2022-06-29,83.4,80.7,-2.7,26,Material Delay,380320337,312957354,-67362983,-17.71,2281922022,938872062,82.29,CONT115,Contractor_148,174,177,98.31,True,79.5,0,84.0,False,False,Façade,2022-08-02,2023-05-29,2022-06-03
CONS002678,PRJ0197,Samana Developers JBR Heights,DEV0016,2022-09-01,Façade,2021-12-05,2022-02-03,2021-12-07,2022-02-07,98.1,100.0,1.9,4,,237541386,215926505,-21614881,-9.1,1425248316,863706020,90.9,CONT188,Contractor_189,144,165,87.27,True,69.4,0,86.6,False,False,Fit-Out,2022-05-04,2023-02-28,2022-02-03
CONS002679,PRJ0071,DAMAC Properties Discovery Gardens Heights,DEV0002,2022-09-01,MEP,2022-03-05,2022-06-03,2022-03-07,2022-06-07,99.6,100.0,0.4,4,,117513437,95713037,-21800400,-18.55,705080622,287139111,81.45,CONT168,Contractor_105,74,75,98.67,True,77.6,0,89.8,False,False,Façade,2022-08-02,2023-05-29,2022-06-03
CONS002680,PRJ0073,Emaar Properties Al Barsha Tower,DEV0001,2022-09-01,Structure,2022-07-03,2022-10-31,2022-07-05,2022-11-04,80.3,82.0,1.66,4,,147666559,154817388,7150829,4.84,885999354,309634776,104.84,CONT102,Contractor_005,213,208,102.4,True,78.9,0,88.9,False,False,MEP,2023-01-29,2023-09-26,2022-10-31
CONS002681,PRJ0070,Sobha Realty Al Reem Island Gardens,DEV0006,2022-09-01,MEP,2022-03-05,2022-06-03,2022-03-12,2022-06-17,61.6,59.6,-1.97,14,,106605990,103830839,-2775151,-2.6,639635940,311492517,97.4,CONT077,Contractor_168,134,150,89.33,True,90.0,0,91.8,False,False,Façade,2022-08-02,2023-05-29,2022-06-03
CONS002682,PRJ0190,Aldar Properties UAQ Free Trade Zone Gardens,DEV0003,2022-09-01,Structure,2022-07-03,2022-10-31,2022-07-05,2022-11-05,66.8,62.3,-4.51,5,,232148847,235178466,3029619,1.31,1392893082,470356932,101.31,CONT154,Contractor_093,883,933,94.64,False,72.6,0,87.1,False,False,MEP,2023-01-29,2023-09-26,2022-10-31
CONS002683,PRJ0136,Samana Developers Al Majaz Tower,DEV0016,2022-09-01,Handover,2021-07-08,2021-08-07,2021-07-25,2021-09-10,64.6,52.7,-11.87,34,Regulatory,220173299,212777231,-7396068,-3.36,1321039794,1276663386,96.64,CONT113,Contractor_199,90,123,73.17,True,79.9,0,81.8,True,False,Handover,2021-09-06,2022-10-01,2021-09-16
CONS002684,PRJ0012,Select Group Masdar City Tower,DEV0014,2022-09-01,Fit-Out,2021-10-06,2022-01-04,2021-10-06,,96.1,91.3,-4.77,0,,425607605,413963953,-11643652,-2.74,2553645630,2069819765,97.26,CONT094,Contractor_016,19,20,95.0,True,68.1,0,87.2,False,False,Handover,2022-02-03,2022-12-30,2022-01-04
CONS002685,PRJ0058,RAK Properties Motor City Heights,DEV0011,2022-09-01,MEP,2022-03-05,2022-06-03,2022-03-05,,73.4,69.7,-3.66,0,,423655472,449651541,25996069,6.14,2541932832,1348954623,106.14,CONT012,Contractor_196,444,491,90.43,True,61.3,0,82.7,False,False,Façade,2022-08-02,2023-05-29,2022-06-03
CONS002686,PRJ0162,Dubai Properties Yas Acres Heights,DEV0019,2022-10-01,MEP,2022-04-04,2022-07-03,2022-04-18,2022-07-31,66.8,60.1,-6.72,28,Design Change,75468658,87649965,12181307,16.14,452811948,262949895,116.14,CONT065,Contractor_014,120,114,105.26,False,76.5,0,77.4,False,True,Façade,2022-09-01,2023-06-28,2022-07-03
CONS002687,PRJ0096,Nakheel Al Shamkha Gardens,DEV0004,2022-10-01,MEP,2022-04-04,2022-07-03,2022-04-15,2022-07-25,61.5,52.3,-9.15,22,Labour Shortage,104771268,124535492,19764224,18.86,628627608,373606476,118.86,CONT131,Contractor_069,67,77,87.01,True,69.0,0,75.3,False,True,Façade,2022-09-01,2023-06-28,2022-07-03
CONS002688,PRJ0134,Object 1 Al Raha Beach Tower,DEV0017,2022-10-01,MEP,2022-04-04,2022-07-03,2022-04-14,2022-07-23,96.8,97.0,0.24,20,Weather,477497230,461119958,-16377272,-3.43,2864983380,1383359874,96.57,CONT107,Contractor_159,78,85,91.76,False,93.4,0,91.4,False,False,Façade,2022-09-01,2023-06-28,2022-07-03
CONS002689,PRJ0138,DAMAC Properties Yas Acres Tower,DEV0002,2022-10-01,Foundation,2022-10-01,2022-11-30,2022-10-08,2022-12-14,80.2,85.0,4.83,14,,196849587,160945298,-35904289,-18.24,1181097522,160945298,81.76,CONT021,Contractor_171,19,29,65.52,True,70.5,0,84.0,False,False,Structure,2023-03-30,2023-12-25,2022-11-30
CONS002690,PRJ0036,Danube Properties Al Reem Island Gardens,DEV0008,2022-10-01,Façade,2022-01-04,2022-03-05,2022-01-07,2022-03-11,81.8,76.5,-5.28,6,,345911340,378445958,32534618,9.41,2075468040,1513783832,109.41,CONT170,Contractor_158,250,309,80.91,True,72.4,0,84.3,False,False,Fit-Out,2022-06-03,2023-03-30,2022-03-05
CONS002691,PRJ0178,Azizi Developments Dubai Hills Estate Gardens,DEV0007,2022-10-01,Handover,2021-08-07,2021-09-06,2021-08-09,2021-09-11,61.8,58.7,-3.08,5,,49483055,45612810,-3870245,-7.82,296898330,273676860,92.18,CONT051,Contractor_124,281,363,77.41,True,78.5,0,89.9,False,False,Handover,2021-10-06,2022-10-31,2021-09-06
CONS002692,PRJ0056,Dubai Properties JBR Tower,DEV0019,2022-10-01,MEP,2022-04-04,2022-07-03,2022-04-06,2022-07-07,70.4,68.8,-1.61,4,,173704165,164496935,-9207230,-5.3,1042224990,493490805,94.7,CONT058,Contractor_161,107,179,59.78,True,80.9,0,91.2,False,False,Façade,2022-09-01,2023-06-28,2022-07-03
CONS002693,PRJ0056,Samana Developers Al Dhait Gardens,DEV0016,2022-10-01,Structure,2022-08-02,2022-11-30,2022-08-04,2022-12-05,88.6,88.0,-0.58,5,,399718054,330172365,-69545689,-17.4,2398308324,660344730,82.6,CONT182,Contractor_110,196,207,94.69,True,59.3,1,82.2,False,True,MEP,2023-02-28,2023-10-26,2022-11-30
CONS002694,PRJ0176,Binghatti Dubai South Tower,DEV0009,2022-10-01,Handover,2021-08-07,2021-09-06,2021-08-11,2021-09-14,67.8,63.3,-4.49,8,,71206074,65401624,-5804450,-8.15,427236444,392409744,91.85,CONT143,Contractor_185,241,244,98.77,True,63.6,0,83.0,False,False,Handover,2021-10-06,2022-10-31,2021-09-06
CONS002695,PRJ0064,DAMAC Properties Dubai Marina Tower,DEV0002,2022-10-01,Fit-Out,2021-11-05,2022-02-03,2021-11-07,2022-02-07,96.1,94.5,-1.59,4,,156745444,166820883,10075439,6.43,940472664,834104415,106.43,CONT146,Contractor_125,401,476,84.24,True,84.7,0,90.8,False,False,Handover,2022-03-05,2023-01-29,2022-02-03
CONS002696,PRJ0022,Aldar Properties Al Shamkha Gardens,DEV0003,2022-10-01,Handover,2021-08-07,2021-09-06,2021-08-08,2021-09-09,80.0,84.8,4.81,3,,78441720,64012846,-14428874,-18.39,470650320,384077076,81.61,CONT195,Contractor_177,123,143,86.01,True,82.6,0,92.1,False,False,Handover,2021-10-06,2022-10-31,2021-09-06
CONS002697,PRJ0105,Binghatti Meydan Gardens,DEV0009,2022-10-01,MEP,2022-04-04,2022-07-03,2022-04-08,2022-07-11,73.9,70.4,-3.52,8,,163323454,170168921,6845467,4.19,979940724,510506763,104.19,CONT137,Contractor_078,30,36,83.33,True,70.5,0,84.5,False,False,Façade,2022-09-01,2023-06-28,2022-07-03
CONS002698,PRJ0027,Majid Al Futtaim Yas Island Tower,DEV0018,2022-10-01,Structure,2022-08-02,2022-11-30,2022-08-02,,99.8,98.1,-1.73,0,,527457355,519295781,-8161574,-1.55,3164744130,1038591562,98.45,CONT082,Contractor_196,203,271,74.91,True,89.9,0,96.0,False,False,MEP,2023-02-28,2023-10-26,2022-11-30
CONS002699,PRJ0107,Dubai Properties Meydan Tower,DEV0019,2022-10-01,Façade,2022-01-04,2022-03-05,2022-01-12,2022-03-22,96.7,88.0,-8.7,17,Design Change,244360764,261145945,16785181,6.87,1466164584,1044583780,106.87,CONT047,Contractor_030,419,621,67.47,True,100.0,2,92.8,False,True,Fit-Out,2022-06-03,2023-03-30,2022-03-05
CONS002700,PRJ0126,DAMAC Properties Al Ghadeer Tower,DEV0002,2022-10-01,Fit-Out,2021-11-05,2022-02-03,2021-11-05,,62.4,67.9,5.49,0,,514403833,422079790,-92324043,-17.95,3086422998,2110398950,82.05,CONT135,Contractor_079,192,272,70.59,False,82.1,0,92.8,False,False,Handover,2022-03-05,2023-01-29,2022-02-03
CONS002701,PRJ0158,Sobha Realty Dubai Hills Estate Gardens,DEV0006,2022-10-01,Foundation,2022-10-01,2022-11-30,2022-10-04,2022-12-07,77.3,73.4,-3.94,7,,150811515,170112168,19300653,12.8,904869090,170112168,112.8,CONT049,Contractor_184,38,41,92.68,True,85.3,0,88.2,False,False,Structure,2023-03-30,2023-12-25,2022-11-30
CONS002702,PRJ0140,RAK Properties Al Yarmook Gardens,DEV0011,2022-10-01,Foundation,2022-10-01,2022-11-30,2022-10-14,2022-12-26,91.6,95.7,4.08,26,Labour Shortage,749374106,707231437,-42142669,-5.62,4496244636,707231437,94.38,CONT062,Contractor_020,238,235,101.28,True,67.9,0,79.4,False,False,Structure,2023-03-30,2023-12-25,2022-11-30
CONS002703,PRJ0003,Emaar Properties Saadiyat Island Tower,DEV0001,2022-10-01,Handover,2021-08-07,2021-09-06,2021-08-09,2021-09-11,65.0,63.6,-1.42,5,,70689032,74973007,4283975,6.06,424134192,449838042,106.06,CONT171,Contractor_185,14,21,66.67,True,75.8,0,87.0,False,False,Handover,2021-10-06,2022-10-31,2021-09-06
CONS002704,PRJ0176,Azizi Developments Yas Acres Heights,DEV0007,2022-10-01,Foundation,2022-10-01,2022-11-30,2022-10-01,2022-12-01,99.7,87.6,-12.15,1,,75392783,86581619,11188836,14.84,452356698,86581619,114.84,CONT109,Contractor_047,29,35,82.86,True,80.7,0,87.5,True,False,Structure,2023-03-30,2023-12-25,2022-11-30
CONS002705,PRJ0125,Dubai Properties Al Shamkha Heights,DEV0019,2022-10-01,Fit-Out,2021-11-05,2022-02-03,2021-11-09,2022-02-12,97.8,95.6,-2.21,9,,189589901,226855577,37265676,19.66,1137539406,1134277885,119.66,CONT135,Contractor_141,178,268,66.42,True,78.5,1,82.8,False,True,Handover,2022-03-05,2023-01-29,2022-02-03
CONS002706,PRJ0087,Meraas Al Barsha Tower,DEV0005,2022-10-01,Foundation,2022-10-01,2022-11-30,2022-10-05,2022-12-08,60.6,56.5,-4.13,8,,467688423,391958192,-75730231,-16.19,2806130538,391958192,83.81,CONT110,Contractor_150,104,121,85.95,True,73.1,0,86.8,False,False,Structure,2023-03-30,2023-12-25,2022-11-30
CONS002707,PRJ0162,Imtiaz Developments Al Reef Gardens,DEV0013,2022-10-01,Façade,2022-01-04,2022-03-05,2022-01-10,2022-03-18,64.9,67.9,3.04,13,,124541650,134522144,9980494,8.01,747249900,538088576,108.01,CONT090,Contractor_132,66,72,91.67,True,72.1,0,82.5,False,False,Fit-Out,2022-06-03,2023-03-30,2022-03-05
CONS002708,PRJ0153,Aldar Properties Palm Jumeirah Heights,DEV0003,2022-10-01,Foundation,2022-10-01,2022-11-30,2022-10-02,2022-12-02,76.0,75.1,-0.86,2,,365899515,340054379,-25845136,-7.06,2195397090,340054379,92.94,CONT125,Contractor_195,381,538,70.82,True,78.7,0,90.9,False,False,Structure,2023-03-30,2023-12-25,2022-11-30
CONS002709,PRJ0079,Ellington Properties Business Bay Heights,DEV0010,2022-10-01,Handover,2021-08-07,2021-09-06,2021-08-08,2021-09-09,72.7,75.1,2.36,3,,614768755,572099055,-42669700,-6.94,3688612530,3432594330,93.06,CONT034,Contractor_155,301,328,91.77,True,83.3,0,92.4,False,False,Handover,2021-10-06,2022-10-31,2021-09-06
CONS002710,PRJ0150,Sobha Realty Business Bay Gardens,DEV0006,2022-10-01,Structure,2022-08-02,2022-11-30,2022-08-02,2022-12-01,97.8,95.7,-2.12,1,,610009421,664007682,53998261,8.85,3660056526,1328015364,108.85,CONT122,Contractor_045,244,275,88.73,True,72.6,0,86.1,False,False,MEP,2023-02-28,2023-10-26,2022-11-30
CONS002711,PRJ0030,Dubai Properties Yas Acres Tower,DEV0019,2022-10-01,Foundation,2022-10-01,2022-11-30,2022-10-26,2023-01-19,63.2,46.8,-16.42,50,Regulatory,1437386127,1433004204,-4381923,-0.3,8624316762,1433004204,99.7,CONT118,Contractor_080,26,38,68.42,True,81.3,0,77.5,True,False,Structure,2023-03-30,2023-12-25,2023-01-29
CONS002712,PRJ0177,Danube Properties Dubai South Gardens,DEV0008,2022-10-01,Handover,2021-08-07,2021-09-06,2021-08-12,2021-09-17,64.6,55.1,-9.45,11,,111566552,129961308,18394756,16.49,669399312,779767848,116.49,CONT126,Contractor_020,28,46,60.87,True,78.0,0,83.0,False,True,Handover,2021-10-06,2022-10-31,2021-09-06
CONS002713,PRJ0154,Dubai Properties Hayat Island Gardens,DEV0019,2022-10-01,Fit-Out,2021-11-05,2022-02-03,2021-11-07,2022-02-08,70.8,66.3,-4.51,5,,169570847,173971366,4400519,2.6,1017425082,869856830,102.6,CONT185,Contractor_031,64,105,60.95,True,69.2,0,85.4,False,False,Handover,2022-03-05,2023-01-29,2022-02-03
CONS002714,PRJ0076,Imtiaz Developments Arabian Ranches Gardens,DEV0013,2022-10-01,Structure,2022-08-02,2022-11-30,2022-08-09,2022-12-14,99.7,92.2,-7.55,14,,358096443,366646003,8549560,2.39,2148578658,733292006,102.39,CONT137,Contractor_194,32,40,80.0,False,76.9,0,85.8,False,False,MEP,2023-02-28,2023-10-26,2022-11-30
CONS002715,PRJ0110,Majid Al Futtaim Al Shamkha Tower,DEV0018,2022-10-01,Foundation,2022-10-01,2022-11-30,2022-10-15,2022-12-29,63.2,55.7,-7.49,29,Material Delay,133351232,145786932,12435700,9.33,800107392,145786932,109.33,CONT026,Contractor_108,531,541,98.15,False,86.6,0,83.1,False,False,Structure,2023-03-30,2023-12-25,2022-11-30
CONS002716,PRJ0187,RAK Properties Dubai Hills Estate Heights,DEV0011,2022-10-01,Façade,2022-01-04,2022-03-05,2022-01-10,2022-03-18,98.2,92.4,-5.77,13,,109581174,97877298,-11703876,-10.68,657487044,391509192,89.32,CONT026,Contractor_180,111,103,107.77,True,82.9,0,89.3,False,False,Fit-Out,2022-06-03,2023-03-30,2022-03-05
CONS002717,PRJ0153,Imtiaz Developments Dubai South Tower,DEV0013,2022-10-01,Handover,2021-08-07,2021-09-06,2021-08-11,2021-09-14,88.7,90.8,2.15,8,,97313118,100349841,3036723,3.12,583878708,602099046,103.12,CONT080,Contractor_125,25,27,92.59,True,87.2,0,91.5,False,False,Handover,2021-10-06,2022-10-31,2021-09-06
CONS002718,PRJ0028,Meraas Yas Island Tower,DEV0005,2022-10-01,Handover,2021-08-07,2021-09-06,2021-08-13,2021-09-18,80.0,80.1,0.11,12,,232676744,235966050,3289306,1.41,1396060464,1415796300,101.41,CONT171,Contractor_121,159,200,79.5,True,66.7,0,82.7,False,False,Handover,2021-10-06,2022-10-31,2021-09-06
CONS002719,PRJ0041,Aldar Properties Al Khan Gardens,DEV0003,2022-10-01,Structure,2022-08-02,2022-11-30,2022-08-04,2022-12-05,73.1,73.6,0.51,5,,927361804,1098582693,171220889,18.46,5564170824,2197165386,118.46,CONT079,Contractor_065,25,30,83.33,False,100.0,1,93.0,False,True,MEP,2023-02-28,2023-10-26,2022-11-30
CONS002720,PRJ0185,Object 1 Al Salama Heights,DEV0017,2022-10-01,Façade,2022-01-04,2022-03-05,2022-01-08,2022-03-13,92.9,86.0,-6.91,8,,293726723,255040229,-38686494,-13.17,1762360338,1020160916,86.83,CONT199,Contractor_048,23,24,95.83,True,67.8,1,84.7,False,True,Fit-Out,2022-06-03,2023-03-30,2022-03-05
CONS002721,PRJ0138,Tiger Properties Meydan Gardens,DEV0012,2022-10-01,Handover,2021-08-07,2021-09-06,2021-08-12,2021-09-16,74.7,73.2,-1.48,10,,181433954,211243905,29809951,16.43,1088603724,1267463430,116.43,CONT090,Contractor_015,343,550,62.36,True,91.5,0,88.7,False,True,Handover,2021-10-06,2022-10-31,2021-09-06
CONS002722,PRJ0107,DAMAC Properties Arabian Ranches Heights,DEV0002,2022-10-01,Foundation,2022-10-01,2022-11-30,2022-10-02,2022-12-03,70.7,72.7,1.97,3,,277373144,250808476,-26564668,-9.58,1664238864,250808476,90.42,CONT071,Contractor_106,157,192,81.77,True,66.7,0,85.8,False,False,Structure,2023-03-30,2023-12-25,2022-11-30
CONS002723,PRJ0111,Nakheel Sports City Tower,DEV0004,2022-10-01,Foundation,2022-10-01,2022-11-30,2022-10-04,2022-12-06,95.3,92.4,-2.92,6,,382633788,393560391,10926603,2.86,2295802728,393560391,102.86,CONT123,Contractor_108,37,44,84.09,True,84.4,0,91.1,False,False,Structure,2023-03-30,2023-12-25,2022-11-30
CONS002724,PRJ0111,Select Group Al Marjan Island Gardens,DEV0014,2022-10-01,MEP,2022-04-04,2022-07-03,2022-04-11,2022-07-18,96.6,96.8,0.23,15,Financing,71715074,78657175,6942101,9.68,430290444,235971525,109.68,CONT055,Contractor_140,33,40,82.5,True,77.3,0,83.5,False,False,Façade,2022-09-01,2023-06-28,2022-07-03
CONS002725,PRJ0128,Danube Properties Dubai Hills Estate Gardens,DEV0008,2022-10-01,Façade,2022-01-04,2022-03-05,2022-01-06,2022-03-10,87.8,84.3,-3.54,5,,136978728,139810905,2832177,2.07,821872368,559243620,102.07,CONT167,Contractor_174,63,73,86.3,True,65.2,0,84.0,False,False,Fit-Out,2022-06-03,2023-03-30,2022-03-05
CONS002726,PRJ0101,Aldar Properties Business Bay Tower,DEV0003,2022-10-01,Fit-Out,2021-11-05,2022-02-03,2021-11-09,2022-02-11,84.3,83.7,-0.57,8,,107973294,121917878,13944584,12.91,647839764,609589390,112.91,CONT072,Contractor_078,100,144,69.44,True,62.8,0,78.8,False,False,Handover,2022-03-05,2023-01-29,2022-02-03
CONS002727,PRJ0118,RAK Properties DAMAC Hills Gardens,DEV0011,2022-10-01,MEP,2022-04-04,2022-07-03,2022-04-04,2022-07-04,82.4,78.1,-4.3,1,,116627471,120999532,4372061,3.75,699764826,362998596,103.75,CONT089,Contractor_167,133,132,100.76,True,81.6,0,91.2,False,False,Façade,2022-09-01,2023-06-28,2022-07-03
CONS002728,PRJ0057,Meydan Group MBR City Heights,DEV0020,2022-10-01,Façade,2022-01-04,2022-03-05,2022-01-09,2022-03-15,93.7,89.6,-4.14,10,,238665089,227960292,-10704797,-4.49,1431990534,911841168,95.51,CONT015,Contractor_136,406,391,103.84,True,74.2,1,86.7,False,True,Fit-Out,2022-06-03,2023-03-30,2022-03-05
CONS002729,PRJ0034,Meydan Group Al Majaz Heights,DEV0020,2022-10-01,Foundation,2022-10-01,2022-11-30,2022-10-08,2022-12-14,75.9,71.2,-4.66,14,,309705839,278842423,-30863416,-9.97,1858235034,278842423,90.03,CONT071,Contractor_021,531,699,75.97,False,81.5,0,88.4,False,False,Structure,2023-03-30,2023-12-25,2022-11-30
CONS002730,PRJ0108,Meydan Group Al Reem Island Gardens,DEV0020,2022-10-01,Handover,2021-08-07,2021-09-06,2021-08-10,2021-09-13,67.6,67.8,0.22,7,,514613692,414564988,-100048704,-19.44,3087682152,2487389928,80.56,CONT022,Contractor_044,396,372,106.45,True,74.7,0,87.8,False,False,Handover,2021-10-06,2022-10-31,2021-09-06
CONS002731,PRJ0088,Imtiaz Developments Al Taawun Tower,DEV0013,2022-10-01,Fit-Out,2021-11-05,2022-02-03,2021-11-05,2022-02-04,65.1,69.1,4.01,1,,53793899,56054844,2260945,4.2,322763394,280274220,104.2,CONT102,Contractor_015,443,735,60.27,False,89.2,1,94.1,False,True,Handover,2022-03-05,2023-01-29,2022-02-03
CONS002732,PRJ0073,RAK Properties Palm Jumeirah Gardens,DEV0011,2022-10-01,Handover,2021-08-07,2021-09-06,2021-08-10,2021-09-13,90.4,93.7,3.33,7,,681219139,581129073,-100090066,-14.69,4087314834,3486774438,85.31,CONT079,Contractor_086,86,101,85.15,True,92.2,0,94.8,False,False,Handover,2021-10-06,2022-10-31,2021-09-06
CONS002733,PRJ0105,Emaar Properties Yas Island Tower,DEV0001,2022-10-01,Structure,2022-08-02,2022-11-30,2022-08-08,2022-12-13,75.1,67.4,-7.69,13,,144834988,122831626,-22003362,-15.19,869009928,245663252,84.81,CONT008,Contractor_195,63,91,69.23,True,92.6,0,93.1,False,False,MEP,2023-02-28,2023-10-26,2022-11-30
CONS002734,PRJ0074,Binghatti Saadiyat Island Heights,DEV0009,2022-10-01,Fit-Out,2021-11-05,2022-02-03,2021-11-13,2022-02-20,77.6,78.0,0.42,17,Labour Shortage,117438451,111266839,-6171612,-5.26,704630706,556334195,94.74,CONT080,Contractor_182,298,433,68.82,True,83.4,0,88.3,False,False,Handover,2022-03-05,2023-01-29,2022-02-03
CONS002735,PRJ0098,Reportage Properties Arabian Ranches Tower,DEV0015,2022-10-01,Structure,2022-08-02,2022-11-30,2022-08-04,2022-12-05,84.6,84.5,-0.12,5,,67365189,78696831,11331642,16.82,404191134,157393662,116.82,CONT043,Contractor_036,188,285,65.96,True,75.1,0,83.5,False,True,MEP,2023-02-28,2023-10-26,2022-11-30
CONS002736,PRJ0162,Samana Developers Al Marjan Island Heights,DEV0016,2022-10-01,Structure,2022-08-02,2022-11-30,2022-08-15,2022-12-26,65.5,60.6,-4.87,26,Material Delay,185362284,163719483,-21642801,-11.68,1112173704,327438966,88.32,CONT138,Contractor_047,89,129,68.99,True,80.2,0,84.3,False,False,MEP,2023-02-28,2023-10-26,2022-11-30
CONS002737,PRJ0042,Danube Properties Arabian Ranches Heights,DEV0008,2022-11-01,Handover,2021-09-07,2021-10-07,2021-09-15,2021-10-23,78.0,66.2,-11.81,16,Weather,105312325,114129800,8817475,8.37,631873950,684778800,108.37,CONT059,Contractor_099,101,106,95.28,True,97.0,0,91.5,True,False,Handover,2021-11-06,2022-12-01,2021-10-07
CONS002738,PRJ0025,Tiger Properties Downtown Dubai Gardens,DEV0012,2022-11-01,Structure,2022-09-02,2022-12-31,2022-09-08,2023-01-12,76.8,78.9,2.13,12,,93208801,82383860,-10824941,-11.61,559252806,164767720,88.39,CONT109,Contractor_169,441,579,76.17,False,85.9,1,90.8,False,True,MEP,2023-03-31,2023-11-26,2022-12-31
CONS002739,PRJ0167,Majid Al Futtaim Al Majaz Heights,DEV0018,2022-11-01,Handover,2021-09-07,2021-10-07,2021-09-08,2021-10-10,86.1,85.5,-0.6,3,,436094097,399566809,-36527288,-8.38,2616564582,2397400854,91.62,CONT159,Contractor_079,169,161,104.97,True,57.4,0,82.1,False,False,Handover,2021-11-06,2022-12-01,2021-10-07
CONS002740,PRJ0058,Imtiaz Developments Ajman Corniche Gardens,DEV0013,2022-11-01,Fit-Out,2021-12-06,2022-03-06,2021-12-10,2022-03-15,86.6,82.0,-4.55,9,,60076847,70519645,10442798,17.38,360461082,352598225,117.38,CONT198,Contractor_061,71,98,72.45,True,79.3,0,83.8,False,True,Handover,2022-04-05,2023-03-01,2022-03-06
CONS002741,PRJ0033,Select Group Masdar City Gardens,DEV0014,2022-11-01,Structure,2022-09-02,2022-12-31,2022-09-04,2023-01-04,66.6,55.9,-10.66,4,,217742428,203547054,-14195374,-6.52,1306454568,407094108,93.48,CONT154,Contractor_182,37,35,105.71,True,59.9,0,82.8,True,False,MEP,2023-03-31,2023-11-26,2022-12-31
