record_id,record_date,year,month,developer_id,developer_name,developer_tier,project_name,emirate,locality,property_type,property_category,bedrooms,units_launched,launch_price_ppsf_aed,units_sold_pct,absorption_rate_units_pm,discount_offered_pct,payment_plan_offered,completion_status,possession_timeline_months,marketing_spend_estimate_aed,digital_ad_impressions,social_media_mentions,cityscape_presence,price_change_pct_mom,competitor_strength_score
COMP001571,2022-10-01,2022,10,DEV0002,DAMAC Properties,Tier 1,DAMAC Properties Yas Acres Residences,Abu Dhabi,Yas Acres,Apartment,Mid-Market,1BR,30,1017.27,43.7,2.2,3.36,Cash,Off-Plan,26,1170475,370540,617,True,-2.01,64.4
COMP001572,2022-10-01,2022,10,DEV0015,Reportage Properties,Tier 3,Reportage Properties Al Majaz Residences,Sharjah,Al Majaz,Plot,Mid-Market,4BR,75,1028.84,68.6,25.7,4.19,Post-Handover Payment Plan (PHPP),Off-Plan,12,693310,166236,279,True,0.55,54.1
COMP001573,2022-10-01,2022,10,DEV0004,Nakheel,Tier 1,Nakheel Al Raha Beach Heights,Abu Dhabi,Al Raha Beach,Penthouse,Mid-Market,2BR,88,1073.24,86.1,75.8,3.81,Mortgage,Off-Plan,9,271016,1061479,645,True,1.09,78.8
COMP001574,2022-10-01,2022,10,DEV0011,RAK Properties,Tier 2,RAK Properties Dubai Hills Estate Residences,Dubai,Dubai Hills Estate,Villa,Mid-Market,1BR,173,1088.05,49.3,42.6,1.5,Cash,Off-Plan,11,283629,1308031,441,True,-1.22,61.2
COMP001575,2022-10-01,2022,10,DEV0003,Aldar Properties,Tier 1,Aldar Properties JBR Park,Dubai,JBR,Apartment,Premium,5BR+,210,2579.25,57.4,120.5,3.79,Cash,Ready,6,443902,609835,1127,True,-0.88,74.3
COMP001576,2022-11-01,2022,11,DEV0017,Object 1,Tier 3,Object 1 JVC Gardens,Dubai,JVC,Apartment,Mid-Market,5BR+,47,1478.86,63.1,14.8,0.35,Cash,Off-Plan,15,292012,1055949,33,True,1.47,50.6
COMP001577,2022-11-01,2022,11,DEV0006,Sobha Realty,Tier 1,Sobha Realty Downtown Dubai Heights,Dubai,Downtown Dubai,Apartment,Premium,2BR,79,2232.95,28.1,11.1,5.56,Mortgage,Ready,4,295644,163591,451,True,1.76,66.7
COMP001578,2022-11-01,2022,11,DEV0002,DAMAC Properties,Tier 1,DAMAC Properties Al Nahda Park,Sharjah,Al Nahda,Villa,Affordable,3BR,49,585.33,52.0,2.5,5.45,Cash,Off-Plan,26,167989,230506,28,True,-0.68,42.3
COMP001579,2022-11-01,2022,11,DEV0008,Danube Properties,Tier 2,Danube Properties Discovery Gardens Park,Dubai,Discovery Gardens,Villa,Mid-Market,2BR,54,1458.25,52.4,9.4,6.77,Construction-Linked,Off-Plan,5,837201,173768,31,True,2.92,64.0
COMP001580,2022-11-01,2022,11,DEV0015,Reportage Properties,Tier 3,Reportage Properties Dubai Hills Estate Park,Dubai,Dubai Hills Estate,Apartment,Luxury,1BR,27,4799.37,65.2,3.5,4.27,Construction-Linked,Off-Plan,17,536376,134126,7,True,0.12,45.9
COMP001581,2022-11-01,2022,11,DEV0015,Reportage Properties,Tier 3,Reportage Properties Sports City Heights,Dubai,Sports City,Studio,Luxury,2BR,178,4649.73,35.2,31.3,1.9,Cash,Ready,6,157203,72157,181,True,-0.25,40.2
COMP001582,2022-11-01,2022,11,DEV0017,Object 1,Tier 3,Object 1 Hayat Island Residences,Ras Al Khaimah,Hayat Island,Apartment,Premium,2BR,385,2128.29,68.3,131.5,5.28,Mortgage,Off-Plan,5,165073,55342,65,True,0.82,48.2
COMP001583,2022-11-01,2022,11,DEV0017,Object 1,Tier 3,Object 1 Sports City Tower,Dubai,Sports City,Apartment,Premium,1BR,32,1816.05,31.4,3.3,3.43,Cash,Off-Plan,31,296693,234513,183,True,2.2,67.9
COMP001584,2022-11-01,2022,11,DEV0020,Meydan Group,Tier 1,Meydan Group Palm Jumeirah Park,Dubai,Palm Jumeirah,Apartment,Mid-Market,2BR,210,1487.61,48.3,101.4,1.84,Mortgage,Off-Plan,18,83059,762694,3329,True,2.59,82.5
COMP001585,2022-11-01,2022,11,DEV0006,Sobha Realty,Tier 1,Sobha Realty Al Barsha Tower,Dubai,Al Barsha,Apartment,Premium,2BR,124,2789.44,100.0,124.0,1.38,Cash,Ready,30,591221,356361,3566,True,1.46,68.5
COMP001586,2022-11-01,2022,11,DEV0012,Tiger Properties,Tier 2,Tiger Properties MBR City Park,Dubai,MBR City,Apartment,Mid-Market,1BR,78,1745.31,9.5,2.5,5.0,Cash,Off-Plan,23,365853,202085,743,True,0.94,54.8
COMP001587,2022-11-01,2022,11,DEV0012,Tiger Properties,Tier 2,Tiger Properties Al Taawun Heights,Sharjah,Al Taawun,Townhouse,Affordable,1BR,60,693.05,17.4,10.4,6.74,Cash,Off-Plan,4,491837,133953,468,True,-1.87,91.7
COMP001588,2022-11-01,2022,11,DEV0010,Ellington Properties,Tier 2,Ellington Properties Muwaileh Tower,Sharjah,Muwaileh,Plot,Premium,1BR,178,3376.43,0.9,0.8,5.35,Post-Handover Payment Plan (PHPP),Off-Plan,12,337924,49890,2117,True,-0.63,90.2
COMP001589,2022-11-01,2022,11,DEV0013,Imtiaz Developments,Tier 2,Imtiaz Developments DAMAC Hills Gardens,Dubai,DAMAC Hills,Plot,Affordable,3BR,93,896.34,43.9,40.8,2.82,Mortgage,Ready,14,330983,477899,696,True,-1.24,58.0
COMP001590,2022-11-01,2022,11,DEV0014,Select Group,Tier 2,Select Group Dubai Marina Tower,Dubai,Dubai Marina,Apartment,Premium,4BR,158,2490.13,38.2,60.4,2.89,Mortgage,Ready,31,504686,354365,230,True,0.02,56.3
COMP001591,2022-11-01,2022,11,DEV0011,RAK Properties,Tier 2,RAK Properties Al Barsha Residences,Dubai,Al Barsha,Apartment,Mid-Market,5BR+,155,1213.27,83.4,32.3,1.42,Cash,Off-Plan,27,146630,69794,465,True,4.55,66.6
COMP001592,2022-11-01,2022,11,DEV0020,Meydan Group,Tier 1,Meydan Group Palm Jumeirah Residences,Dubai,Palm Jumeirah,Plot,Luxury,1BR,133,6426.15,68.8,6.1,4.49,Cash,Off-Plan,27,787001,82056,45,True,0.97,76.9
COMP001593,2022-11-01,2022,11,DEV0002,DAMAC Properties,Tier 1,DAMAC Properties Business Bay Residences,Dubai,Business Bay,Commercial,Luxury,1BR,66,7639.39,36.9,24.4,3.54,Cash,Off-Plan,20,103097,782491,382,True,2.28,40.3
COMP001594,2022-11-01,2022,11,DEV0011,RAK Properties,Tier 2,RAK Properties Hayat Island Residences,Ras Al Khaimah,Hayat Island,Villa,Premium,1BR,329,2675.14,46.3,152.3,3.58,Post-Handover Payment Plan (PHPP),Off-Plan,35,249907,911297,418,True,2.97,46.8
COMP001595,2022-11-01,2022,11,DEV0003,Aldar Properties,Tier 1,Aldar Properties Corniche Tower,Abu Dhabi,Corniche,Townhouse,Luxury,1BR,42,4724.82,40.0,4.2,5.56,Cash,Off-Plan,14,375353,1092158,1170,True,-1.89,40.5
COMP001596,2022-11-01,2022,11,DEV0011,RAK Properties,Tier 2,RAK Properties Al Majaz Gardens,Sharjah,Al Majaz,Apartment,Premium,4BR,206,2671.67,62.6,18.4,4.51,Mortgage,Ready,16,406394,375190,694,True,3.12,77.4
COMP001597,2022-11-01,2022,11,DEV0004,Nakheel,Tier 1,Nakheel Al Barsha Tower,Dubai,Al Barsha,Plot,Mid-Market,2BR,298,1400.38,52.2,77.8,4.31,Cash,Off-Plan,18,1036527,237435,581,True,0.64,77.8
COMP001598,2022-11-01,2022,11,DEV0018,Majid Al Futtaim,Tier 1,Majid Al Futtaim Al Shamkha Residences,Abu Dhabi,Al Shamkha,Apartment,Mid-Market,2BR,35,1535.58,15.4,5.4,3.32,Cash,Off-Plan,28,217884,501126,664,True,-0.73,80.6
COMP001599,2022-11-01,2022,11,DEV0013,Imtiaz Developments,Tier 2,Imtiaz Developments Meydan Tower,Dubai,Meydan,Apartment,Mid-Market,3BR,23,1711.71,50.9,2.0,0.89,Post-Handover Payment Plan (PHPP),Off-Plan,0,374369,482598,1224,True,1.36,88.6
COMP001600,2022-11-01,2022,11,DEV0010,Ellington Properties,Tier 2,Ellington Properties Al Marjan Island Tower,Ras Al Khaimah,Al Marjan Island,Apartment,Ultra-Luxury,2BR,138,19569.97,66.1,15.2,6.38,Cash,Ready,26,1097566,507890,146,True,0.45,46.5
COMP001601,2022-11-01,2022,11,DEV0009,Binghatti,Tier 2,Binghatti Al Yarmook Residences,Sharjah,Al Yarmook,Apartment,Luxury,2BR,50,4431.78,55.4,27.7,0.1,Construction-Linked,Ready,21,218780,871147,1704,True,0.26,54.2
COMP001602,2022-11-01,2022,11,DEV0020,Meydan Group,Tier 1,Meydan Group Mina Al Arab Park,Ras Al Khaimah,Mina Al Arab,Apartment,Mid-Market,2BR,174,1380.79,45.2,39.3,6.85,Construction-Linked,Ready,19,132052,30206,865,True,-1.42,64.9
COMP001603,2022-11-01,2022,11,DEV0005,Meraas,Tier 1,Meraas Al Shamkha Tower,Abu Dhabi,Al Shamkha,Villa,Affordable,4BR,150,827.11,77.5,58.1,0.86,Post-Handover Payment Plan (PHPP),Off-Plan,29,687800,36153,1820,True,1.65,75.1
COMP001604,2022-12-01,2022,12,DEV0011,RAK Properties,Tier 2,RAK Properties Motor City Residences,Dubai,Motor City,Apartment,Mid-Market,1BR,188,1439.72,55.2,51.9,4.76,Post-Handover Payment Plan (PHPP),Off-Plan,2,347976,280805,760,False,1.57,68.8
COMP001605,2022-12-01,2022,12,DEV0003,Aldar Properties,Tier 1,Aldar Properties Al Shamkha Heights,Abu Dhabi,Al Shamkha,Townhouse,Affordable,3BR,35,823.36,33.7,11.8,5.94,Mortgage,Ready,23,1015555,105682,361,False,2.72,43.5
COMP001606,2022-12-01,2022,12,DEV0019,Dubai Properties,Tier 1,Dubai Properties Masdar City Residences,Abu Dhabi,Masdar City,Villa,Affordable,2BR,305,659.98,81.0,82.4,5.93,Cash,Ready,25,561628,491157,4502,False,-1.55,70.9
COMP001607,2022-12-01,2022,12,DEV0005,Meraas,Tier 1,Meraas Hayat Island Tower,Ras Al Khaimah,Hayat Island,Commercial,Premium,Studio,166,3410.69,48.0,79.7,6.19,Mortgage,Ready,14,302834,238737,1557,False,-1.72,82.7
COMP001608,2022-12-01,2022,12,DEV0012,Tiger Properties,Tier 2,Tiger Properties Dubai South Gardens,Dubai,Dubai South,Plot,Mid-Market,5BR+,27,1346.06,29.8,1.3,3.78,Cash,Ready,0,114522,438570,2682,False,-0.71,73.1
COMP001609,2022-12-01,2022,12,DEV0010,Ellington Properties,Tier 2,Ellington Properties Saadiyat Island Residences,Abu Dhabi,Saadiyat Island,Villa,Premium,2BR,253,2161.56,54.1,27.4,2.75,Mortgage,Off-Plan,32,302282,457362,70,False,0.71,51.3
COMP001610,2022-12-01,2022,12,DEV0013,Imtiaz Developments,Tier 2,Imtiaz Developments Fujairah City Tower,Fujairah,Fujairah City,Apartment,Affordable,Studio,158,645.99,34.6,5.0,2.84,Cash,Off-Plan,0,454138,356588,698,False,1.11,87.0
COMP001611,2022-12-01,2022,12,DEV0005,Meraas,Tier 1,Meraas Al Marjan Island Gardens,Ras Al Khaimah,Al Marjan Island,Apartment,Ultra-Luxury,3BR,129,20058.49,58.7,8.4,4.28,Mortgage,Off-Plan,2,584387,1164297,1156,False,-0.27,84.8
COMP001612,2022-12-01,2022,12,DEV0020,Meydan Group,Tier 1,Meydan Group Al Ghadeer Gardens,Abu Dhabi,Al Ghadeer,Apartment,Premium,4BR,369,2681.86,23.5,12.4,3.05,Cash,Off-Plan,6,275549,907912,1582,False,2.24,85.4
COMP001613,2022-12-01,2022,12,DEV0003,Aldar Properties,Tier 1,Aldar Properties Discovery Gardens Tower,Dubai,Discovery Gardens,Villa,Luxury,2BR,30,5358.3,32.4,1.4,3.09,Cash,Ready,35,360764,23359,332,False,2.91,45.3
COMP001614,2022-12-01,2022,12,DEV0010,Ellington Properties,Tier 2,Ellington Properties Al Marjan Island Gardens,Ras Al Khaimah,Al Marjan Island,Apartment,Mid-Market,2BR,348,1733.5,43.6,75.9,4.05,Cash,Off-Plan,20,891971,174343,73,False,1.19,75.6
COMP001615,2022-12-01,2022,12,DEV0018,Majid Al Futtaim,Tier 1,Majid Al Futtaim Al Qasimia Tower,Sharjah,Al Qasimia,Apartment,Mid-Market,2BR,89,1233.15,47.2,21.0,2.04,Deferred Payment,Off-Plan,19,1281264,285495,876,False,4.42,72.9
COMP001616,2022-12-01,2022,12,DEV0013,Imtiaz Developments,Tier 2,Imtiaz Developments Al Barsha Gardens,Dubai,Al Barsha,Townhouse,Mid-Market,2BR,615,1477.66,37.1,114.1,4.81,Post-Handover Payment Plan (PHPP),Ready,1,997206,1651614,208,False,0.91,51.9
COMP001617,2022-12-01,2022,12,DEV0011,RAK Properties,Tier 2,RAK Properties Palm Jumeirah Heights,Dubai,Palm Jumeirah,Townhouse,Affordable,3BR,41,469.53,52.2,21.4,3.48,Construction-Linked,Off-Plan,20,189062,7956,395,False,2.42,80.6
COMP001618,2022-12-01,2022,12,DEV0005,Meraas,Tier 1,Meraas Al Ghadeer Heights,Abu Dhabi,Al Ghadeer,Commercial,Affordable,4BR,130,777.37,66.9,87.0,5.52,Cash,Ready,19,722746,98007,289,False,-0.63,49.6
COMP001619,2022-12-01,2022,12,DEV0017,Object 1,Tier 3,Object 1 Downtown Dubai Residences,Dubai,Downtown Dubai,Commercial,Mid-Market,1BR,159,1349.36,40.7,21.6,0.28,Cash,Ready,22,583643,742697,1106,False,0.73,76.6
COMP001620,2022-12-01,2022,12,DEV0003,Aldar Properties,Tier 1,Aldar Properties Khalifa City Gardens,Abu Dhabi,Khalifa City,Townhouse,Ultra-Luxury,2BR,321,20979.12,25.5,81.9,4.81,Post-Handover Payment Plan (PHPP),Ready,18,671653,1345642,2066,False,1.38,60.9
COMP001621,2022-12-01,2022,12,DEV0014,Select Group,Tier 2,Select Group JBR Residences,Dubai,JBR,Villa,Luxury,1BR,128,5465.49,44.0,56.3,6.96,Cash,Off-Plan,29,408252,801290,491,False,-1.21,93.1
COMP001622,2022-12-01,2022,12,DEV0017,Object 1,Tier 3,Object 1 Yas Acres Park,Abu Dhabi,Yas Acres,Apartment,Mid-Market,Studio,52,1320.8,51.7,26.9,2.86,Post-Handover Payment Plan (PHPP),Ready,34,432694,387751,420,False,0.87,43.1
COMP001623,2022-12-01,2022,12,DEV0012,Tiger Properties,Tier 2,Tiger Properties Arabian Ranches Park,Dubai,Arabian Ranches,Apartment,Premium,2BR,273,2151.35,30.1,13.7,4.43,Mortgage,Off-Plan,13,2127487,54338,637,False,0.08,45.6
COMP001624,2022-12-01,2022,12,DEV0001,Emaar Properties,Tier 1,Emaar Properties JBR Gardens,Dubai,JBR,Apartment,Luxury,2BR,35,5123.93,29.2,1.1,1.44,Mortgage,Off-Plan,22,411433,510651,1394,False,0.64,72.0
COMP001625,2022-12-01,2022,12,DEV0012,Tiger Properties,Tier 2,Tiger Properties Corniche Heights,Abu Dhabi,Corniche,Villa,Luxury,4BR,52,6883.0,0.0,0.0,6.47,Mortgage,Ready,25,913498,141794,374,False,0.48,82.9
COMP001626,2022-12-01,2022,12,DEV0010,Ellington Properties,Tier 2,Ellington Properties JBR Residences,Dubai,JBR,Penthouse,Premium,Studio,92,3365.62,67.5,62.1,0.12,Cash,Off-Plan,21,1348945,560854,415,False,1.43,51.6
COMP001627,2022-12-01,2022,12,DEV0006,Sobha Realty,Tier 1,Sobha Realty Khalifa City Park,Abu Dhabi,Khalifa City,Apartment,Affordable,3BR,201,579.44,62.0,62.3,2.94,Cash,Off-Plan,21,299320,121855,690,False,2.41,56.7
COMP001628,2022-12-01,2022,12,DEV0007,Azizi Developments,Tier 2,Azizi Developments Al Hamra Village Gardens,Ras Al Khaimah,Al Hamra Village,Commercial,Ultra-Luxury,1BR,30,13758.86,74.7,3.2,6.36,Cash,Ready,1,154400,96087,1044,False,0.15,55.1
COMP001629,2022-12-01,2022,12,DEV0011,RAK Properties,Tier 2,RAK Properties JBR Residences,Dubai,JBR,Townhouse,Premium,3BR,711,3474.1,70.7,502.7,5.24,Mortgage,Ready,5,841415,203664,682,False,1.19,52.8
COMP001630,2022-12-01,2022,12,DEV0016,Samana Developers,Tier 3,Samana Developers Saadiyat Island Heights,Abu Dhabi,Saadiyat Island,Apartment,Luxury,1BR,242,8041.52,49.1,118.8,4.3,Deferred Payment,Off-Plan,20,486259,511861,1216,False,-0.83,65.5
COMP001631,2022-12-01,2022,12,DEV0007,Azizi Developments,Tier 2,Azizi Developments Al Shamkha Tower,Abu Dhabi,Al Shamkha,Apartment,Mid-Market,3BR,60,1011.64,36.4,7.3,2.59,Mortgage,Ready,1,609219,2167448,1614,False,-0.34,54.0
COMP001632,2022-12-01,2022,12,DEV0008,Danube Properties,Tier 2,Danube Properties Masdar City Heights,Abu Dhabi,Masdar City,Plot,Premium,2BR,289,3300.74,52.3,151.1,2.37,Cash,Off-Plan,25,1370584,488683,3192,False,-0.17,45.1
COMP001633,2022-12-01,2022,12,DEV0005,Meraas,Tier 1,Meraas Al Hamra Village Residences,Ras Al Khaimah,Al Hamra Village,Penthouse,Luxury,1BR,63,5638.55,25.0,7.9,1.09,Mortgage,Off-Plan,13,326449,193201,501,False,0.1,48.9
COMP001634,2022-12-01,2022,12,DEV0005,Meraas,Tier 1,Meraas Meydan Park,Dubai,Meydan,Plot,Affordable,2BR,184,679.26,66.7,40.9,4.28,Cash,Ready,15,575114,650601,708,False,1.13,90.3
COMP001635,2022-12-01,2022,12,DEV0003,Aldar Properties,Tier 1,Aldar Properties Muwaileh Heights,Sharjah,Muwaileh,Apartment,Affordable,2BR,416,924.71,18.4,25.5,0.91,Mortgage,Off-Plan,18,883076,198253,4065,False,0.53,48.4
COMP001636,2022-12-01,2022,12,DEV0010,Ellington Properties,Tier 2,Ellington Properties Al Khan Park,Sharjah,Al Khan,Villa,Mid-Market,2BR,245,1381.0,68.7,42.1,1.22,Cash,Off-Plan,5,422359,83285,1183,False,0.41,62.6
COMP001637,2022-12-01,2022,12,DEV0004,Nakheel,Tier 1,Nakheel Al Barsha Gardens,Dubai,Al Barsha,Plot,Mid-Market,2BR,41,1010.53,90.4,12.4,5.71,Deferred Payment,Off-Plan,21,531837,404856,561,False,0.28,88.0
COMP001638,2022-12-01,2022,12,DEV0017,Object 1,Tier 3,Object 1 Dubai South Tower,Dubai,Dubai South,Villa,Luxury,1BR,151,5131.72,36.2,27.3,5.48,Post-Handover Payment Plan (PHPP),Off-Plan,7,372820,652985,919,False,2.32,79.5
COMP001639,2022-12-01,2022,12,DEV0018,Majid Al Futtaim,Tier 1,Majid Al Futtaim Al Furjan Tower,Dubai,Al Furjan,Apartment,Premium,1BR,196,3400.64,62.3,61.1,4.03,Post-Handover Payment Plan (PHPP),Off-Plan,32,1795904,284853,819,False,2.05,65.2
COMP001640,2022-12-01,2022,12,DEV0017,Object 1,Tier 3,Object 1 DAMAC Hills Heights,Dubai,DAMAC Hills,Commercial,Luxury,3BR,202,7165.7,90.1,182.0,2.34,Mortgage,Off-Plan,33,892461,163070,161,False,-1.28,41.2
COMP001641,2022-12-01,2022,12,DEV0002,DAMAC Properties,Tier 1,DAMAC Properties MBR City Park,Dubai,MBR City,Commercial,Luxury,5BR+,271,5677.86,58.8,159.3,0.63,Cash,Ready,1,1348352,50149,327,False,2.56,60.4
COMP001642,2023-01-01,2023,1,DEV0011,RAK Properties,Tier 2,RAK Properties Al Nuaimiya Heights,Ajman,Al Nuaimiya,Studio,Mid-Market,Studio,252,1560.0,77.1,48.6,1.26,Post-Handover Payment Plan (PHPP),Off-Plan,12,289135,2138021,602,False,-1.1,79.0
COMP001643,2023-01-01,2023,1,DEV0020,Meydan Group,Tier 1,Meydan Group Al Shamkha Gardens,Abu Dhabi,Al Shamkha,Plot,Mid-Market,1BR,84,1480.11,48.2,40.5,4.6,Post-Handover Payment Plan (PHPP),Ready,15,679949,457729,1299,False,1.92,52.8
COMP001644,2023-01-01,2023,1,DEV0005,Meraas,Tier 1,Meraas Corniche Heights,Abu Dhabi,Corniche,Townhouse,Luxury,2BR,46,5667.67,38.4,3.5,2.21,Deferred Payment,Off-Plan,31,893256,1684666,1413,False,0.75,48.4
COMP001645,2023-01-01,2023,1,DEV0020,Meydan Group,Tier 1,Meydan Group Palm Jumeirah Residences,Dubai,Palm Jumeirah,Villa,Premium,1BR,119,2894.03,75.0,44.6,0.48,Mortgage,Ready,30,280132,462796,80,False,3.05,91.3
COMP001646,2023-01-01,2023,1,DEV0013,Imtiaz Developments,Tier 2,Imtiaz Developments Al Raha Beach Gardens,Abu Dhabi,Al Raha Beach,Villa,Mid-Market,3BR,109,1730.39,77.0,42.0,3.59,Cash,Ready,24,656329,51303,575,False,0.38,41.6
COMP001647,2023-01-01,2023,1,DEV0005,Meraas,Tier 1,Meraas Al Ghadeer Park,Abu Dhabi,Al Ghadeer,Villa,Ultra-Luxury,3BR,402,9171.86,27.7,111.4,0.16,Mortgage,Ready,31,633867,2516766,509,False,1.1,44.6
COMP001648,2023-01-01,2023,1,DEV0006,Sobha Realty,Tier 1,Sobha Realty Arabian Ranches Heights,Dubai,Arabian Ranches,Commercial,Mid-Market,1BR,142,1276.24,42.3,20.0,6.33,Deferred Payment,Ready,26,929071,53031,2001,False,1.3,42.2
COMP001649,2023-01-01,2023,1,DEV0006,Sobha Realty,Tier 1,Sobha Realty JBR Park,Dubai,JBR,Townhouse,Mid-Market,3BR,71,1270.45,54.2,38.5,6.26,Mortgage,Off-Plan,35,183854,320594,475,False,-0.51,93.3
COMP001650,2023-01-01,2023,1,DEV0020,Meydan Group,Tier 1,Meydan Group Al Shamkha Residences,Abu Dhabi,Al Shamkha,Apartment,Premium,2BR,338,3710.3,61.5,103.9,5.76,Deferred Payment,Off-Plan,33,285828,194450,155,False,1.23,43.9
COMP001651,2023-01-01,2023,1,DEV0006,Sobha Realty,Tier 1,Sobha Realty Motor City Tower,Dubai,Motor City,Plot,Mid-Market,Studio,307,1212.5,92.7,142.3,1.34,Mortgage,Off-Plan,21,332149,942373,2628,False,0.28,66.8
COMP001652,2023-01-01,2023,1,DEV0015,Reportage Properties,Tier 3,Reportage Properties Al Salama Park,Umm Al Quwain,Al Salama,Villa,Mid-Market,5BR+,60,1581.74,41.5,6.2,1.75,Cash,Off-Plan,33,413585,325392,1520,False,-0.81,86.4
COMP001653,2023-01-01,2023,1,DEV0002,DAMAC Properties,Tier 1,DAMAC Properties Meydan Residences,Dubai,Meydan,Plot,Premium,4BR,73,1895.55,55.0,20.1,3.55,Cash,Off-Plan,0,207896,214746,1401,False,1.15,45.1
COMP001654,2023-01-01,2023,1,DEV0014,Select Group,Tier 2,Select Group JVC Gardens,Dubai,JVC,Apartment,Affordable,2BR,98,580.77,46.4,45.5,5.79,Mortgage,Ready,10,742030,372309,4048,False,0.33,61.1
COMP001655,2023-01-01,2023,1,DEV0012,Tiger Properties,Tier 2,Tiger Properties Palm Jumeirah Gardens,Dubai,Palm Jumeirah,Apartment,Luxury,1BR,177,6035.56,23.8,42.1,1.17,Mortgage,Ready,3,914613,1092217,1100,False,-0.63,69.1
COMP001656,2023-01-01,2023,1,DEV0008,Danube Properties,Tier 2,Danube Properties Al Raha Beach Heights,Abu Dhabi,Al Raha Beach,Apartment,Luxury,3BR,386,6758.44,29.8,115.0,6.76,Post-Handover Payment Plan (PHPP),Ready,22,862832,582508,407,False,-2.4,74.0
COMP001657,2023-01-01,2023,1,DEV0015,Reportage Properties,Tier 3,Reportage Properties Yas Acres Heights,Abu Dhabi,Yas Acres,Townhouse,Premium,Studio,171,3213.92,37.8,16.2,1.03,Deferred Payment,Ready,9,270916,3655,120,False,-1.89,55.4
COMP001658,2023-01-01,2023,1,DEV0020,Meydan Group,Tier 1,Meydan Group Yas Island Tower,Abu Dhabi,Yas Island,Apartment,Premium,2BR,81,3233.11,74.7,7.6,4.86,Post-Handover Payment Plan (PHPP),Ready,25,122824,255896,1317,False,1.04,77.6
COMP001659,2023-01-01,2023,1,DEV0010,Ellington Properties,Tier 2,Ellington Properties Al Hamra Village Residences,Ras Al Khaimah,Al Hamra Village,Penthouse,Mid-Market,2BR,22,1779.29,100.0,22.0,4.15,Cash,Off-Plan,11,927253,6793,572,False,-1.94,55.4
COMP001660,2023-01-01,2023,1,DEV0015,Reportage Properties,Tier 3,Reportage Properties Al Marjan Island Park,Ras Al Khaimah,Al Marjan Island,Apartment,Luxury,1BR,132,7788.5,36.8,12.1,6.61,Mortgage,Off-Plan,30,792511,28413,1280,False,1.89,58.0
COMP001661,2023-01-01,2023,1,DEV0008,Danube Properties,Tier 2,Danube Properties Al Ghadeer Park,Abu Dhabi,Al Ghadeer,Plot,Affordable,1BR,31,442.43,59.6,4.6,3.58,Cash,Off-Plan,35,312735,740095,540,False,0.3,70.8
COMP001662,2023-01-01,2023,1,DEV0018,Majid Al Futtaim,Tier 1,Majid Al Futtaim Arabian Ranches Heights,Dubai,Arabian Ranches,Apartment,Mid-Market,5BR+,596,1594.12,62.9,75.0,3.64,Cash,Off-Plan,19,483309,782734,37,False,0.52,64.6
COMP001663,2023-01-01,2023,1,DEV0008,Danube Properties,Tier 2,Danube Properties Dubai Creek Harbour Park,Dubai,Dubai Creek Harbour,Villa,Mid-Market,1BR,21,1508.74,1.5,0.2,1.44,Mortgage,Off-Plan,32,1046664,581568,1291,False,1.51,90.5
COMP001664,2023-01-01,2023,1,DEV0010,Ellington Properties,Tier 2,Ellington Properties Al Shamkha Gardens,Abu Dhabi,Al Shamkha,Apartment,Affordable,2BR,182,521.64,29.5,17.9,4.05,Cash,Off-Plan,23,1260981,746752,1422,False,0.47,60.9
COMP001665,2023-01-01,2023,1,DEV0016,Samana Developers,Tier 3,Samana Developers Yas Island Park,Abu Dhabi,Yas Island,Apartment,Premium,Studio,24,3328.39,24.6,1.0,5.76,Cash,Off-Plan,1,345303,192502,1994,False,1.43,86.7
COMP001666,2023-01-01,2023,1,DEV0007,Azizi Developments,Tier 2,Azizi Developments Masdar City Park,Abu Dhabi,Masdar City,Commercial,Mid-Market,1BR,108,1443.14,90.9,32.7,1.59,Cash,Ready,19,730410,52882,947,False,1.1,63.9
COMP001667,2023-01-01,2023,1,DEV0012,Tiger Properties,Tier 2,Tiger Properties MBR City Gardens,Dubai,MBR City,Penthouse,Luxury,2BR,121,8032.84,50.8,30.7,5.07,Mortgage,Ready,8,120934,1270162,1793,False,0.29,64.4
COMP001668,2023-01-01,2023,1,DEV0019,Dubai Properties,Tier 1,Dubai Properties Al Nahda Gardens,Sharjah,Al Nahda,Townhouse,Premium,2BR,23,2998.37,27.9,2.1,4.58,Post-Handover Payment Plan (PHPP),Off-Plan,33,874890,48193,387,False,-0.77,82.3
COMP001669,2023-01-01,2023,1,DEV0015,Reportage Properties,Tier 3,Reportage Properties Muwaileh Heights,Sharjah,Muwaileh,Apartment,Premium,3BR,27,3499.6,79.0,3.6,6.77,Cash,Off-Plan,35,155220,1043048,563,False,-3.7,53.8
COMP001670,2023-01-01,2023,1,DEV0015,Reportage Properties,Tier 3,Reportage Properties JVC Tower,Dubai,JVC,Apartment,Affordable,1BR,44,453.48,70.0,7.7,3.57,Cash,Ready,3,440452,89556,1687,False,2.24,77.5
COMP001671,2023-01-01,2023,1,DEV0010,Ellington Properties,Tier 2,Ellington Properties Al Barsha Gardens,Dubai,Al Barsha,Villa,Mid-Market,1BR,34,1633.62,67.9,3.8,0.12,Post-Handover Payment Plan (PHPP),Off-Plan,11,290903,1035060,2318,False,3.53,46.6
