property_id,project_name,developer_id,emirate,city,locality,region,property_type,property_category,bedrooms,completion_status,area_sqft,listed_price_aed,price_per_sqft_aed,total_units_in_project,launch_year,freehold,golden_visa_eligible,dld_permit_no,rera_registration_no,amenities,walkability_score,metro_proximity_km,school_proximity_km,service_charge_per_sqft_aed
PROP0399,Select Group Al Raha Beach Park,DEV0014,Abu Dhabi,Abu Dhabi,Al Raha Beach,South UAE,Townhouse,Mid-Market,2BR,Off-Plan,2877.6,2564673,891.24,45,2024,True,True,DLD-NOC-377054,RERA-19659,"Pool,Gym,Parking",57.0,1.2,4.8,12.97
PROP0400,Meydan Group Yas Acres Tower,DEV0020,Abu Dhabi,Abu Dhabi,Yas Acres,South UAE,Townhouse,Affordable,1BR,Off-Plan,3477.6,2168772,623.65,117,2022,False,True,DLD-NOC-907766,RERA-37224,"Pool,Gym,Parking,Concierge,Spa",87.9,3.4,3.3,21.31
PROP0401,Meraas Dubai Hills Estate Residences,DEV0005,Dubai,Dubai,Dubai Hills Estate,South UAE,Villa,Mid-Market,2BR,Off-Plan,690.9,920867,1332.92,20,2023,True,False,DLD-NOC-118467,RERA-63919,"Pool,Gym,Kids Play,Parking",46.0,7.1,3.9,13.41
PROP0402,Danube Properties Ajman Corniche Tower,DEV0008,Ajman,Ajman,Ajman Corniche,Central UAE,Apartment,Affordable,1BR,Off-Plan,533.0,320561,601.38,60,2022,True,False,DLD-NOC-763999,RERA-94647,"Pool,Gym,Kids Play,Parking",93.3,1.0,3.8,12.17
PROP0403,Sobha Realty Al Marjan Island Gardens,DEV0006,Ras Al Khaimah,Ras Al Khaimah,Al Marjan Island,North UAE,Townhouse,Affordable,4BR,Ready,3433.6,2916143,849.3,60,2024,True,True,DLD-NOC-440517,RERA-42502,"Pool,Gym,Parking,Concierge,Spa",41.8,3.0,2.7,12.25
PROP0404,Sobha Realty Al Rashidiya Tower,DEV0006,Ajman,Ajman,Al Rashidiya,Central UAE,Apartment,Affordable,2BR,Off-Plan,1294.4,557890,431.02,210,2025,True,False,DLD-NOC-475592,RERA-13145,"Pool,Gym,Parking",89.4,3.3,3.7,34.19
PROP0405,Select Group Mina Al Arab Tower,DEV0014,Ras Al Khaimah,Ras Al Khaimah,Mina Al Arab,North UAE,Townhouse,Premium,5BR+,Ready,4973.9,11892671,2391.04,85,2022,True,True,DLD-NOC-829207,RERA-73079,"Pool,Gym,Kids Play,Parking",81.6,6.5,3.4,25.32
PROP0406,Emaar Properties Al Shamkha Views,DEV0001,Abu Dhabi,Abu Dhabi,Al Shamkha,South UAE,Villa,Premium,5BR+,Ready,3159.0,5423281,1716.78,236,2021,True,True,DLD-NOC-432004,RERA-55989,"Parking,Gym",43.3,1.4,3.3,16.59
PROP0407,Sobha Realty Al Khan Residences,DEV0006,Sharjah,Sharjah,Al Khan,Central UAE,Villa,Premium,1BR,Ready,4933.5,10432175,2114.55,49,2025,False,True,DLD-NOC-891976,RERA-60653,"Gym,Parking,BBQ Area",47.9,1.3,4.9,13.84
PROP0408,RAK Properties Dubai Marina Park,DEV0011,Dubai,Dubai,Dubai Marina,South UAE,Studio,Affordable,2BR,Off-Plan,1841.4,1397221,758.79,23,2019,True,False,DLD-NOC-460592,RERA-66777,"Pool,Gym,Kids Play,Parking",66.9,8.0,1.3,31.51
PROP0409,Select Group Dubai Creek Harbour Views,DEV0014,Dubai,Dubai,Dubai Creek Harbour,South UAE,Apartment,Premium,4BR,Off-Plan,628.5,1031393,1641.15,24,2024,True,False,DLD-NOC-362552,RERA-64101,"Gym,Parking,BBQ Area",67.3,2.7,1.8,16.92
PROP0410,Danube Properties Corniche Heights,DEV0008,Abu Dhabi,Abu Dhabi,Corniche,South UAE,Studio,Mid-Market,2BR,Ready,1305.3,1823386,1396.91,25,2021,False,False,DLD-NOC-845049,RERA-97421,"Pool,Gym,Kids Play,Parking",44.0,5.0,2.4,31.61
PROP0411,Binghatti Al Dhait Park,DEV0009,Ras Al Khaimah,Ras Al Khaimah,Al Dhait,North UAE,Apartment,Premium,2BR,Ready,1701.0,4331897,2546.69,86,2021,True,True,DLD-NOC-249411,RERA-27013,"Pool,Gym,Parking",46.7,7.0,3.6,23.79
PROP0412,Sobha Realty Dubai Creek Harbour Park,DEV0006,Dubai,Dubai,Dubai Creek Harbour,South UAE,Townhouse,Mid-Market,1BR,Ready,1199.1,1174014,979.11,9,2025,True,False,DLD-NOC-124381,RERA-72926,"Pool,Gym,Kids Play,Parking",45.9,1.6,1.1,13.45
PROP0413,Nakheel Al Qasimia Gardens,DEV0004,Sharjah,Sharjah,Al Qasimia,Central UAE,Apartment,Luxury,Studio,Off-Plan,538.7,2577635,4784.76,92,2020,False,True,DLD-NOC-864234,RERA-91829,"Pool,Gym,Parking,Concierge,Spa",44.6,8.0,4.5,29.37
PROP0414,Imtiaz Developments Emirates City Residences,DEV0013,Ajman,Ajman,Emirates City,Central UAE,Penthouse,Affordable,2BR,Ready,625.2,348834,557.93,116,2024,True,False,DLD-NOC-110818,RERA-65216,"Pool,Gym,Kids Play,Parking",44.0,4.4,3.2,34.5
PROP0415,DAMAC Properties Al Marjan Island Residences,DEV0002,Ras Al Khaimah,Ras Al Khaimah,Al Marjan Island,North UAE,Apartment,Affordable,4BR,Ready,1200.9,654186,544.74,201,2025,True,False,DLD-NOC-696912,RERA-54455,"Pool,Gym,Kids Play,Parking",73.2,2.1,0.6,29.05
PROP0416,Samana Developers Al Shamkha Residences,DEV0016,Abu Dhabi,Abu Dhabi,Al Shamkha,South UAE,Commercial,Affordable,1BR,Off-Plan,878.4,472551,537.94,175,2021,True,False,DLD-NOC-658006,RERA-32437,"Gym,Parking,BBQ Area",86.0,7.3,3.8,24.77
PROP0417,Danube Properties Saadiyat Island Park,DEV0008,Abu Dhabi,Abu Dhabi,Saadiyat Island,South UAE,Apartment,Mid-Market,3BR,Ready,1895.2,2118143,1117.67,202,2023,False,True,DLD-NOC-955072,RERA-69162,"Pool,Gym,Parking,Concierge,Spa",80.4,0.3,1.7,15.38
PROP0418,Azizi Developments Masdar City Residences,DEV0007,Abu Dhabi,Abu Dhabi,Masdar City,South UAE,Commercial,Luxury,3BR,Ready,1092.6,6649102,6085.49,19,2019,False,True,DLD-NOC-572976,RERA-33933,"Pool,Gym,Kids Play,Parking",55.8,3.0,4.4,27.09
PROP0419,Reportage Properties Emirates City Views,DEV0015,Ajman,Ajman,Emirates City,Central UAE,Studio,Mid-Market,2BR,Off-Plan,1470.7,2040168,1387.25,41,2024,False,True,DLD-NOC-970437,RERA-39010,"Parking,Gym",84.3,4.2,4.0,13.95
PROP0420,Tiger Properties JVC Tower,DEV0012,Dubai,Dubai,JVC,South UAE,Studio,Premium,3BR,Ready,1429.4,4082438,2855.99,48,2020,True,True,DLD-NOC-731321,RERA-95710,"Pool,Gym,Kids Play,Parking",78.4,6.4,1.2,28.3
PROP0421,Ellington Properties Al Raha Beach Views,DEV0010,Abu Dhabi,Abu Dhabi,Al Raha Beach,South UAE,Commercial,Mid-Market,2BR,Ready,704.7,705882,1001.67,161,2022,False,False,DLD-NOC-690399,RERA-30327,"Pool,Gym,Parking",65.0,1.3,2.4,24.75
PROP0422,Danube Properties Al Yarmook Views,DEV0008,Sharjah,Sharjah,Al Yarmook,Central UAE,Apartment,Mid-Market,5BR+,Ready,1556.9,1652349,1061.33,102,2023,True,False,DLD-NOC-526806,RERA-28545,"Pool,Gym,Parking",55.9,7.9,1.4,32.49
PROP0423,Danube Properties Yas Acres Gardens,DEV0008,Abu Dhabi,Abu Dhabi,Yas Acres,South UAE,Villa,Premium,1BR,Off-Plan,3046.8,4771435,1566.06,118,2022,False,True,DLD-NOC-802651,RERA-92147,"Gym,Parking,BBQ Area",41.3,0.3,4.4,23.39
PROP0424,Emaar Properties Al Reem Island Views,DEV0001,Abu Dhabi,Abu Dhabi,Al Reem Island,South UAE,Apartment,Premium,1BR,Off-Plan,573.5,913815,1593.32,8,2023,True,False,DLD-NOC-964402,RERA-11849,"Gym,Parking,BBQ Area",55.9,0.3,1.4,18.85
PROP0425,Azizi Developments Al Yarmook Gardens,DEV0007,Sharjah,Sharjah,Al Yarmook,Central UAE,Villa,Luxury,1BR,Off-Plan,4120.6,14915277,3619.65,162,2025,False,True,DLD-NOC-338956,RERA-86242,"Pool,Gym,Kids Play,Parking",77.9,2.7,2.3,33.35
PROP0426,Imtiaz Developments Al Reem Island Tower,DEV0013,Abu Dhabi,Abu Dhabi,Al Reem Island,South UAE,Plot,Mid-Market,3BR,Off-Plan,1147.4,1173362,1022.67,138,2019,True,False,DLD-NOC-310369,RERA-68270,"Pool,Gym,Kids Play,Parking",47.7,1.0,0.7,12.41
PROP0427,RAK Properties Dubai South Park,DEV0011,Dubai,Dubai,Dubai South,South UAE,Apartment,Mid-Market,2BR,Ready,1394.1,2061722,1478.9,8,2023,True,True,DLD-NOC-288381,RERA-56879,"Pool,Gym,Parking,Concierge,Spa",69.5,2.3,4.3,25.43
PROP0428,Binghatti MBR City Residences,DEV0009,Dubai,Dubai,MBR City,South UAE,Apartment,Affordable,1BR,Off-Plan,566.8,269358,475.19,151,2021,True,False,DLD-NOC-657665,RERA-76980,"Pool,Gym,Kids Play,Parking",65.1,2.4,1.6,22.38
PROP0429,Aldar Properties Ajman Corniche Views,DEV0003,Ajman,Ajman,Ajman Corniche,Central UAE,Apartment,Luxury,1BR,Off-Plan,1988.9,6823427,3430.78,25,2021,True,True,DLD-NOC-326843,RERA-99623,"Pool,Gym,Parking",51.2,7.1,2.4,17.66
PROP0430,Binghatti Al Jurf Tower,DEV0009,Ajman,Ajman,Al Jurf,Central UAE,Apartment,Mid-Market,3BR,Off-Plan,1555.9,1947544,1251.72,24,2024,True,False,DLD-NOC-171763,RERA-72213,"Parking,Gym",53.3,7.0,2.5,18.16
PROP0431,Tiger Properties Meydan Park,DEV0012,Dubai,Dubai,Meydan,South UAE,Studio,Mid-Market,1BR,Ready,1639.6,1891665,1153.74,32,2022,True,False,DLD-NOC-172230,RERA-62598,"Pool,Gym,Parking,Concierge,Spa",62.1,1.6,1.0,31.33
PROP0432,Object 1 MBR City Tower,DEV0017,Dubai,Dubai,MBR City,South UAE,Apartment,Mid-Market,2BR,Ready,1948.8,1932442,991.59,65,2022,True,False,DLD-NOC-471273,RERA-26263,"Parking,Gym",78.4,1.3,4.3,25.65
PROP0433,Imtiaz Developments Palm Jumeirah Tower,DEV0013,Dubai,Dubai,Palm Jumeirah,South UAE,Apartment,Premium,2BR,Off-Plan,991.1,1569107,1583.24,15,2025,True,False,DLD-NOC-801607,RERA-30264,"Pool,Gym,Parking",53.1,3.7,3.4,15.7
PROP0434,Majid Al Futtaim Qidfa Tower,DEV0018,Fujairah,Fujairah,Qidfa,North UAE,Villa,Ultra-Luxury,1BR,Ready,3256.3,32999557,10134.12,11,2023,False,True,DLD-NOC-153174,RERA-45190,"Parking,Gym",85.4,0.7,0.9,33.87
PROP0435,RAK Properties Palm Jumeirah Gardens,DEV0011,Dubai,Dubai,Palm Jumeirah,South UAE,Penthouse,Luxury,1BR,Ready,1841.6,7208417,3914.17,16,2020,True,True,DLD-NOC-776564,RERA-52078,"Parking,Gym",61.2,2.5,3.7,33.72
PROP0436,Emaar Properties DAMAC Hills Park,DEV0001,Dubai,Dubai,DAMAC Hills,South UAE,Townhouse,Luxury,3BR,Off-Plan,3298.1,11115259,3370.2,144,2021,True,True,DLD-NOC-480773,RERA-94293,"Parking,Gym",70.5,5.2,1.8,22.94
PROP0437,Nakheel Motor City Tower,DEV0004,Dubai,Dubai,Motor City,South UAE,Villa,Affordable,3BR,Off-Plan,4975.4,3281320,659.51,69,2022,True,True,DLD-NOC-129265,RERA-66670,"Pool,Gym,Parking",70.3,4.9,0.5,33.04
PROP0438,Binghatti Dubai Hills Estate Views,DEV0009,Dubai,Dubai,Dubai Hills Estate,South UAE,Townhouse,Affordable,1BR,Ready,3228.7,2718111,841.86,21,2025,True,True,DLD-NOC-428249,RERA-30383,"Pool,Gym,Parking,Concierge,Spa",47.2,2.0,4.9,22.23
PROP0439,Sobha Realty Al Yarmook Gardens,DEV0006,Sharjah,Sharjah,Al Yarmook,Central UAE,Villa,Luxury,1BR,Off-Plan,3195.6,16240134,5082.08,87,2020,False,True,DLD-NOC-425234,RERA-10943,"Pool,Gym,Kids Play,Parking",60.0,1.7,2.2,16.48
PROP0440,Dubai Properties Dubai Marina Views,DEV0019,Dubai,Dubai,Dubai Marina,South UAE,Villa,Mid-Market,1BR,Off-Plan,1975.9,2847395,1441.03,191,2021,True,True,DLD-NOC-604237,RERA-82290,"Pool,Gym,Parking",82.5,2.9,4.7,30.28
PROP0441,Binghatti Al Khan Tower,DEV0009,Sharjah,Sharjah,Al Khan,Central UAE,Plot,Mid-Market,2BR,Ready,564.3,723286,1281.85,28,2022,False,False,DLD-NOC-738313,RERA-15475,"Pool,Gym,Parking,Concierge,Spa",61.5,2.6,1.4,34.2
PROP0442,DAMAC Properties Discovery Gardens Park,DEV0002,Dubai,Dubai,Discovery Gardens,South UAE,Commercial,Ultra-Luxury,Studio,Ready,687.2,9920196,14436.62,7,2021,True,True,DLD-NOC-722365,RERA-67514,"Pool,Gym,Parking",90.6,6.5,0.8,21.67
PROP0443,Nakheel Khalifa City Heights,DEV0004,Abu Dhabi,Abu Dhabi,Khalifa City,South UAE,Plot,Luxury,1BR,Off-Plan,463.0,3210788,6934.03,72,2022,True,True,DLD-NOC-500168,RERA-71799,"Gym,Parking,BBQ Area",92.3,1.9,3.5,33.49
PROP0444,Meydan Group Qidfa Tower,DEV0020,Fujairah,Fujairah,Qidfa,North UAE,Apartment,Mid-Market,4BR,Off-Plan,1665.9,2212419,1328.06,53,2019,False,True,DLD-NOC-518226,RERA-86618,"Gym,Parking,BBQ Area",56.0,1.3,4.0,24.62
PROP0445,Select Group JVC Views,DEV0014,Dubai,Dubai,JVC,South UAE,Commercial,Mid-Market,4BR,Ready,1213.6,1635526,1347.67,64,2019,True,False,DLD-NOC-791280,RERA-67302,"Pool,Gym,Kids Play,Parking",41.7,7.7,3.8,12.87
PROP0446,Tiger Properties Al Furjan Heights,DEV0012,Dubai,Dubai,Al Furjan,South UAE,Studio,Mid-Market,5BR+,Off-Plan,907.3,1234222,1360.31,76,2022,True,False,DLD-NOC-214549,RERA-65677,"Pool,Gym,Parking",68.5,7.7,1.0,33.15
PROP0447,RAK Properties Khalifa City Park,DEV0011,Abu Dhabi,Abu Dhabi,Khalifa City,South UAE,Villa,Affordable,2BR,Off-Plan,4520.6,2026455,448.27,112,2021,False,True,DLD-NOC-840610,RERA-72023,"Pool,Gym,Parking",47.9,2.4,2.7,28.11
PROP0448,Select Group Al Hamra Village Residences,DEV0014,Ras Al Khaimah,Ras Al Khaimah,Al Hamra Village,North UAE,Apartment,Mid-Market,1BR,Off-Plan,1383.8,1297744,937.78,34,2019,True,False,DLD-NOC-184266,RERA-43578,"Gym,Parking,BBQ Area",71.9,3.2,3.3,29.79
PROP0449,Meydan Group Dubai Hills Estate Views,DEV0020,Dubai,Dubai,Dubai Hills Estate,South UAE,Apartment,Affordable,1BR,Ready,1483.4,493145,332.45,103,2022,True,False,DLD-NOC-831715,RERA-32266,"Pool,Gym,Parking",49.9,4.7,3.7,16.71
PROP0450,Object 1 Dubai Marina Residences,DEV0017,Dubai,Dubai,Dubai Marina,South UAE,Apartment,Affordable,2BR,Ready,707.6,359586,508.15,137,2020,True,False,DLD-NOC-334999,RERA-44243,"Pool,Gym,Kids Play,Parking",56.6,2.1,1.5,16.76
PROP0451,Nakheel Al Shamkha Residences,DEV0004,Abu Dhabi,Abu Dhabi,Al Shamkha,South UAE,Villa,Mid-Market,4BR,Ready,3999.7,3920756,980.25,112,2020,True,True,DLD-NOC-284404,RERA-23666,"Pool,Gym,Parking",80.9,4.5,0.8,29.46
PROP0452,Imtiaz Developments Fujairah City Tower,DEV0013,Fujairah,Fujairah,Fujairah City,North UAE,Villa,Premium,4BR,Ready,2170.0,4776335,2201.07,95,2022,False,True,DLD-NOC-899981,RERA-59231,"Pool,Gym,Parking,Concierge,Spa",93.5,3.3,4.0,27.2
PROP0453,Dubai Properties Masdar City Views,DEV0019,Abu Dhabi,Abu Dhabi,Masdar City,South UAE,Plot,Luxury,1BR,Ready,548.5,2246238,4095.57,117,2023,False,True,DLD-NOC-732598,RERA-32782,"Pool,Gym,Parking,Concierge,Spa",92.8,6.8,2.2,29.57
PROP0454,Azizi Developments Arabian Ranches Views,DEV0007,Dubai,Dubai,Arabian Ranches,South UAE,Penthouse,Premium,2BR,Off-Plan,1758.7,3631585,2064.94,72,2020,True,True,DLD-NOC-925305,RERA-38271,"Pool,Gym,Kids Play,Parking",93.5,5.8,3.9,29.32
PROP0455,Binghatti JVC Tower,DEV0009,Dubai,Dubai,JVC,South UAE,Villa,Mid-Market,1BR,Off-Plan,3909.9,5602591,1432.92,233,2024,True,True,DLD-NOC-446803,RERA-56053,"Parking,Gym",72.6,2.9,2.6,30.68
PROP0456,DAMAC Properties Al Ghadeer Tower,DEV0002,Abu Dhabi,Abu Dhabi,Al Ghadeer,South UAE,Apartment,Premium,1BR,Off-Plan,1393.7,2991072,2146.12,244,2025,True,True,DLD-NOC-383066,RERA-97565,"Pool,Gym,Parking",75.3,2.1,1.5,26.24
PROP0457,Select Group Motor City Residences,DEV0014,Dubai,Dubai,Motor City,South UAE,Commercial,Luxury,4BR,Off-Plan,1343.3,6053175,4506.11,5,2023,True,True,DLD-NOC-187540,RERA-94857,"Pool,Gym,Kids Play,Parking",93.2,2.6,4.2,19.69
PROP0458,Emaar Properties Arabian Ranches Heights,DEV0001,Dubai,Dubai,Arabian Ranches,South UAE,Commercial,Mid-Market,2BR,Ready,748.5,763617,1020.26,81,2021,True,False,DLD-NOC-305306,RERA-23462,"Gym,Parking,BBQ Area",85.4,1.5,2.6,13.18
PROP0459,Object 1 Palm Jumeirah Tower,DEV0017,Dubai,Dubai,Palm Jumeirah,South UAE,Apartment,Mid-Market,3BR,Off-Plan,750.1,889478,1185.75,89,2023,True,False,DLD-NOC-233322,RERA-22453,"Pool,Gym,Kids Play,Parking",50.6,2.1,0.7,15.49
PROP0460,Majid Al Futtaim Masdar City Gardens,DEV0018,Abu Dhabi,Abu Dhabi,Masdar City,South UAE,Plot,Mid-Market,2BR,Ready,1502.6,1770583,1178.37,174,2020,True,False,DLD-NOC-979448,RERA-85034,"Pool,Gym,Parking,Concierge,Spa",77.2,7.3,3.6,12.96
PROP0461,Azizi Developments Dubai Hills Estate Park,DEV0007,Dubai,Dubai,Dubai Hills Estate,South UAE,Plot,Mid-Market,3BR,Off-Plan,556.9,799417,1435.58,211,2025,True,False,DLD-NOC-352388,RERA-60813,"Pool,Gym,Kids Play,Parking",94.0,6.1,3.8,26.91
PROP0462,Tiger Properties JBR Park,DEV0012,Dubai,Dubai,JBR,South UAE,Villa,Premium,2BR,Off-Plan,2256.1,3545676,1571.59,163,2021,True,True,DLD-NOC-772095,RERA-68260,"Parking,Gym",89.9,4.5,2.7,18.36
PROP0463,Select Group Meydan Park,DEV0014,Dubai,Dubai,Meydan,South UAE,Villa,Mid-Market,3BR,Off-Plan,942.2,1084157,1150.66,110,2019,True,False,DLD-NOC-842392,RERA-87943,"Gym,Parking,BBQ Area",54.2,2.5,3.3,29.69
PROP0464,Aldar Properties Al Nuaimiya Residences,DEV0003,Ajman,Ajman,Al Nuaimiya,Central UAE,Townhouse,Affordable,2BR,Ready,618.4,257105,415.75,19,2019,True,False,DLD-NOC-208945,RERA-47683,"Pool,Gym,Parking",77.9,2.1,0.6,24.3
PROP0465,RAK Properties Sports City Gardens,DEV0011,Dubai,Dubai,Sports City,South UAE,Villa,Affordable,3BR,Off-Plan,3852.0,3063862,795.4,216,2020,True,True,DLD-NOC-792385,RERA-37046,"Pool,Gym,Parking,Concierge,Spa",43.5,5.6,3.1,20.75
PROP0466,Meydan Group Corniche Tower,DEV0020,Abu Dhabi,Abu Dhabi,Corniche,South UAE,Villa,Affordable,3BR,Off-Plan,1422.7,1034152,726.9,210,2025,False,False,DLD-NOC-339894,RERA-41071,"Pool,Gym,Parking",65.2,2.4,3.4,12.25
PROP0467,RAK Properties Al Shamkha Park,DEV0011,Abu Dhabi,Abu Dhabi,Al Shamkha,South UAE,Apartment,Luxury,5BR+,Off-Plan,964.6,3332525,3454.69,16,2020,False,True,DLD-NOC-730613,RERA-39074,"Pool,Gym,Kids Play,Parking",65.5,1.0,0.9,18.54
PROP0468,Nakheel Dubai Hills Estate Heights,DEV0004,Dubai,Dubai,Dubai Hills Estate,South UAE,Apartment,Premium,1BR,Ready,595.2,1781226,2992.77,92,2025,True,False,DLD-NOC-884734,RERA-34040,"Gym,Parking,BBQ Area",40.2,2.1,2.5,18.06
PROP0469,Ellington Properties Al Marjan Island Gardens,DEV0010,Ras Al Khaimah,Ras Al Khaimah,Al Marjan Island,North UAE,Apartment,Affordable,3BR,Off-Plan,1708.6,1172689,686.35,9,2019,True,False,DLD-NOC-848470,RERA-18295,"Parking,Gym",48.2,6.4,4.6,17.35
PROP0470,Object 1 DAMAC Hills Views,DEV0017,Dubai,Dubai,DAMAC Hills,South UAE,Villa,Mid-Market,2BR,Off-Plan,2475.0,2786410,1125.82,55,2021,True,True,DLD-NOC-142303,RERA-59121,"Gym,Parking,BBQ Area",80.1,7.3,0.8,17.98
PROP0471,Ellington Properties Al Raha Beach Residences,DEV0010,Abu Dhabi,Abu Dhabi,Al Raha Beach,South UAE,Commercial,Affordable,3BR,Ready,581.9,296415,509.36,179,2022,False,False,DLD-NOC-561095,RERA-33329,"Pool,Gym,Parking,Concierge,Spa",78.7,5.4,2.0,23.34
PROP0472,Select Group JBR Gardens,DEV0014,Dubai,Dubai,JBR,South UAE,Apartment,Mid-Market,1BR,Ready,1180.4,1056189,894.81,88,2024,True,False,DLD-NOC-921115,RERA-86851,"Pool,Gym,Kids Play,Parking",90.6,0.5,4.9,19.85
PROP0473,RAK Properties Masdar City Gardens,DEV0011,Abu Dhabi,Abu Dhabi,Masdar City,South UAE,Villa,Mid-Market,4BR,Off-Plan,4881.7,6753148,1383.36,21,2024,False,True,DLD-NOC-430085,RERA-74382,"Parking,Gym",93.6,3.4,2.4,12.41
PROP0474,Imtiaz Developments Corniche Views,DEV0013,Abu Dhabi,Abu Dhabi,Corniche,South UAE,Apartment,Luxury,2BR,Off-Plan,1107.5,3566091,3219.83,109,2021,True,True,DLD-NOC-289070,RERA-96080,"Parking,Gym",63.5,3.8,2.5,25.56
PROP0475,Ellington Properties Al Furjan Heights,DEV0010,Dubai,Dubai,Al Furjan,South UAE,Apartment,Affordable,4BR,Off-Plan,1199.3,853528,711.71,131,2020,True,False,DLD-NOC-247567,RERA-90869,"Parking,Gym",64.3,5.7,4.1,30.32
PROP0476,Majid Al Futtaim Al Ghadeer Park,DEV0018,Abu Dhabi,Abu Dhabi,Al Ghadeer,South UAE,Apartment,Mid-Market,1BR,Off-Plan,793.2,1046485,1319.38,102,2019,False,False,DLD-NOC-934927,RERA-89028,"Pool,Gym,Parking",61.6,2.3,3.1,15.42
PROP0477,Meraas Dubai Creek Harbour Views,DEV0005,Dubai,Dubai,Dubai Creek Harbour,South UAE,Apartment,Luxury,Studio,Off-Plan,1903.3,12279364,6451.59,83,2025,True,True,DLD-NOC-336008,RERA-17853,"Pool,Gym,Kids Play,Parking",72.4,4.1,3.2,19.3
PROP0478,Azizi Developments Al Marjan Island Park,DEV0007,Ras Al Khaimah,Ras Al Khaimah,Al Marjan Island,North UAE,Studio,Premium,2BR,Ready,1799.6,3495348,1942.34,69,2024,True,True,DLD-NOC-838473,RERA-64656,"Pool,Gym,Parking",46.4,2.4,4.6,15.03
PROP0479,Select Group JBR Residences,DEV0014,Dubai,Dubai,JBR,South UAE,Apartment,Affordable,2BR,Off-Plan,1006.8,739807,734.79,53,2020,True,False,DLD-NOC-892923,RERA-54283,"Pool,Gym,Parking",92.1,3.5,3.4,17.29
PROP0480,Imtiaz Developments Al Raha Beach Views,DEV0013,Abu Dhabi,Abu Dhabi,Al Raha Beach,South UAE,Commercial,Affordable,2BR,Ready,1317.7,604393,458.66,113,2023,True,False,DLD-NOC-374776,RERA-11210,"Pool,Gym,Parking",94.8,0.2,3.8,22.19
PROP0481,Sobha Realty Discovery Gardens Residences,DEV0006,Dubai,Dubai,Discovery Gardens,South UAE,Villa,Premium,2BR,Ready,1834.9,4192546,2284.93,36,2020,True,True,DLD-NOC-859398,RERA-36364,"Pool,Gym,Parking",73.4,4.3,0.6,32.07
PROP0482,Meydan Group Al Reem Island Views,DEV0020,Abu Dhabi,Abu Dhabi,Al Reem Island,South UAE,Apartment,Premium,3BR,Ready,1057.5,2395322,2265.18,112,2023,True,True,DLD-NOC-228003,RERA-11844,"Gym,Parking,BBQ Area",60.4,6.5,1.7,19.33
PROP0483,Dubai Properties Sports City Gardens,DEV0019,Dubai,Dubai,Sports City,South UAE,Plot,Affordable,1BR,Off-Plan,1312.9,512718,390.54,44,2019,True,False,DLD-NOC-813175,RERA-36144,"Pool,Gym,Parking,Concierge,Spa",60.1,5.8,4.7,29.81
PROP0484,Ellington Properties UAQ Free Trade Zone Residences,DEV0010,Umm Al Quwain,Umm Al Quwain,UAQ Free Trade Zone,North UAE,Apartment,Premium,2BR,Off-Plan,1092.0,3062857,2804.93,11,2024,True,True,DLD-NOC-407145,RERA-77925,"Pool,Gym,Kids Play,Parking",56.8,2.1,2.5,30.96
PROP0485,Imtiaz Developments Al Reem Island Heights,DEV0013,Abu Dhabi,Abu Dhabi,Al Reem Island,South UAE,Apartment,Mid-Market,4BR,Off-Plan,417.3,434520,1041.18,171,2022,True,False,DLD-NOC-481007,RERA-56418,"Parking,Gym",43.1,4.5,0.9,25.56
PROP0486,Majid Al Futtaim Al Hamra Village Park,DEV0018,Ras Al Khaimah,Ras Al Khaimah,Al Hamra Village,North UAE,Apartment,Affordable,1BR,Off-Plan,816.9,683665,836.88,120,2024,True,False,DLD-NOC-708291,RERA-63285,"Pool,Gym,Parking",63.0,5.1,3.6,20.99
PROP0487,Emaar Properties Palm Jumeirah Park,DEV0001,Dubai,Dubai,Palm Jumeirah,South UAE,Townhouse,Luxury,1BR,Ready,3819.9,26173816,6851.93,30,2024,True,True,DLD-NOC-417079,RERA-39468,"Pool,Gym,Parking",85.6,0.7,3.7,16.49
PROP0488,Ellington Properties Arabian Ranches Views,DEV0010,Dubai,Dubai,Arabian Ranches,South UAE,Villa,Mid-Market,2BR,Ready,2927.6,2541128,867.98,12,2019,True,True,DLD-NOC-406921,RERA-37080,"Pool,Gym,Kids Play,Parking",68.3,7.4,2.5,27.61
PROP0489,Ellington Properties Khalifa City Views,DEV0010,Abu Dhabi,Abu Dhabi,Khalifa City,South UAE,Apartment,Affordable,1BR,Ready,723.8,281357,388.73,134,2023,True,False,DLD-NOC-232393,RERA-73036,"Pool,Gym,Kids Play,Parking",70.2,7.4,1.9,19.48
PROP0490,Azizi Developments Dubai Creek Harbour Gardens,DEV0007,Dubai,Dubai,Dubai Creek Harbour,South UAE,Villa,Mid-Market,1BR,Ready,3987.3,5269192,1321.51,150,2021,True,True,DLD-NOC-187148,RERA-89125,"Pool,Gym,Parking",78.9,2.2,3.5,18.56
PROP0491,Select Group Yas Island Tower,DEV0014,Abu Dhabi,Abu Dhabi,Yas Island,South UAE,Studio,Premium,1BR,Ready,917.9,1583469,1725.13,285,2023,True,False,DLD-NOC-610504,RERA-32449,"Parking,Gym",67.1,4.9,2.6,23.12
