project_id,project_name,project_type,authority,emirate,budget_aed_million,start_year,expected_completion_year,status,latitude,longitude,impact_on_real_estate,estimated_jobs_created
INFRA-0399,Free Zone - Zone 1,Free Zone,Expo Authority,Dubai,4392,2022,2023,In Progress,24.996,55.5635,High,7514
INFRA-0400,Smart Road - Zone 9,Smart Road,ADNOC,Sharjah,2294,2018,2022,Completed,25.3415,55.5185,Medium,2617
INFRA-0401,Road Widening - Zone 16,Road Widening,ADJP,Abu Dhabi,2990,2019,2023,Completed,25.0119,55.5502,Medium,4054
INFRA-0402,Road Widening - Zone 12,Road Widening,Expo Authority,Abu Dhabi,2880,2021,2025,In Progress,25.2228,55.6177,High,2515
INFRA-0403,Mixed Use Development Zone - Zone 1,Mixed Use Development Zone,DMRC,Dubai,2033,2022,2023,Planned,24.8405,55.5717,Medium,8126
INFRA-0404,Smart City - Zone 16,Smart City,Dubai South,Dubai,4283,2024,2028,In Progress,25.0664,54.9058,Medium,5258
INFRA-0405,Port Development - Zone 9,Port Development,ADJP,Other,1559,2022,2023,In Progress,24.8492,55.3768,Medium,5661
INFRA-0406,Mixed Use Development Zone - Zone 13,Mixed Use Development Zone,DMRC,Other,4650,2022,2026,Completed,25.0214,55.148,High,5182
INFRA-0407,Free Zone - Zone 16,Free Zone,Expo Authority,Dubai,2645,2020,2025,Planned,24.965,55.4346,Medium,9869
INFRA-0408,Road Widening - Zone 4,Road Widening,Dubai South,Abu Dhabi,3487,2023,2026,In Progress,24.8664,55.1506,Medium,5769
INFRA-0409,Airport Expansion - Zone 6,Airport Expansion,DMRC,Sharjah,2319,2018,2022,Completed,25.3072,54.9001,Low,137
INFRA-0410,Mixed Use Development Zone - Zone 10,Mixed Use Development Zone,RTA,Dubai,3098,2019,2021,In Progress,25.1711,54.9974,High,346
INFRA-0411,Water Infrastructure - Zone 9,Water Infrastructure,DEWA,Dubai,4732,2018,2021,In Progress,25.2032,55.4213,Medium,4165
INFRA-0412,District Cooling - Zone 5,District Cooling,Smart Dubai,Dubai,3378,2019,2023,Completed,24.9631,55.2125,High,7273
INFRA-0413,Water Infrastructure - Zone 12,Water Infrastructure,Expo Authority,Dubai,2575,2018,2023,In Progress,25.101,55.364,Medium,8278
INFRA-0414,Smart City - Zone 11,Smart City,RTA,Other,3294,2021,2023,In Progress,25.3787,54.9525,High,2811
INFRA-0415,Mixed Use Development Zone - Zone 12,Mixed Use Development Zone,DEWA,Dubai,261,2021,2025,Completed,24.806,55.5991,Low,6112
INFRA-0416,Port Development - Zone 8,Port Development,DMRC,Dubai,2492,2024,2029,Planned,24.8648,55.6012,Medium,4836
INFRA-0417,Metro Expansion - Zone 11,Metro Expansion,DEWA,Dubai,3640,2018,2023,Completed,25.3421,54.9843,Medium,3056
INFRA-0418,Airport Expansion - Zone 11,Airport Expansion,RTA,Abu Dhabi,2838,2019,2021,Planned,24.9828,55.226,Low,2790
INFRA-0419,Smart Road - Zone 4,Smart Road,Dubai South,Dubai,1708,2020,2025,Planned,25.2927,55.2564,Medium,4070
INFRA-0420,Water Infrastructure - Zone 6,Water Infrastructure,Expo Authority,Dubai,1234,2024,2029,Completed,25.3548,55.61,High,3415
INFRA-0421,Cycling Track - Zone 5,Cycling Track,Dubai Municipality,Dubai,1615,2020,2025,In Progress,25.1576,55.5398,High,8273
INFRA-0422,Port Development - Zone 3,Port Development,DMRC,Dubai,1158,2020,2025,Completed,25.0824,55.3677,Low,5823
INFRA-0423,Road Widening - Zone 13,Road Widening,ADNOC,Abu Dhabi,684,2019,2022,In Progress,25.2921,54.9646,Medium,6595
INFRA-0424,Mixed Use Development Zone - Zone 6,Mixed Use Development Zone,ADJP,Dubai,3075,2019,2024,Tendered,24.8468,55.002,Medium,9003
INFRA-0425,District Cooling - Zone 1,District Cooling,DMRC,Dubai,3842,2022,2023,In Progress,24.985,55.0241,Low,2372
INFRA-0426,Airport Expansion - Zone 9,Airport Expansion,ADNOC,Dubai,930,2023,2025,In Progress,25.3702,55.0621,Medium,4751
INFRA-0427,Airport Expansion - Zone 19,Airport Expansion,ADJP,Abu Dhabi,4030,2024,2025,Planned,25.0047,55.5274,Low,2357
INFRA-0428,Smart Road - Zone 9,Smart Road,Smart Dubai,Abu Dhabi,2508,2019,2023,Completed,24.8627,55.4714,High,6623
INFRA-0429,Mixed Use Development Zone - Zone 12,Mixed Use Development Zone,Smart Dubai,Dubai,2872,2018,2019,Tendered,24.9578,55.472,Low,4711
INFRA-0430,Water Infrastructure - Zone 3,Water Infrastructure,DEWA,Dubai,4194,2020,2022,In Progress,25.2242,55.5577,Low,9724
INFRA-0431,District Cooling - Zone 16,District Cooling,Smart Dubai,Dubai,3194,2022,2027,Tendered,25.0084,55.2002,High,8243
INFRA-0432,Metro Expansion - Zone 14,Metro Expansion,Dubai South,Dubai,4893,2019,2022,Tendered,25.0688,55.6102,Medium,9681
INFRA-0433,Water Infrastructure - Zone 6,Water Infrastructure,Dubai Municipality,Sharjah,3157,2018,2020,Completed,25.3293,55.1323,Low,5999
INFRA-0434,Smart Road - Zone 11,Smart Road,Dubai Municipality,Sharjah,537,2023,2024,Completed,24.9242,55.3014,High,9632
INFRA-0435,Smart City - Zone 19,Smart City,Expo Authority,Dubai,205,2019,2021,Completed,25.0482,55.6871,High,1422
INFRA-0436,Mixed Use Development Zone - Zone 2,Mixed Use Development Zone,ADNOC,Dubai,4276,2019,2021,Planned,24.8547,55.2561,Low,6416
INFRA-0437,Port Development - Zone 10,Port Development,Dubai South,Other,1291,2019,2023,In Progress,24.9901,55.5808,Low,6648
INFRA-0438,Smart City - Zone 17,Smart City,Dubai South,Dubai,4689,2020,2025,Planned,25.2718,55.1981,Medium,8914
INFRA-0439,Cycling Track - Zone 2,Cycling Track,DEWA,Dubai,281,2021,2024,Planned,24.8564,55.4736,Medium,8078
INFRA-0440,Water Infrastructure - Zone 14,Water Infrastructure,Dubai Municipality,Dubai,444,2023,2025,Completed,25.2921,55.6075,Medium,670
INFRA-0441,Bridge/Overpass - Zone 1,Bridge/Overpass,Expo Authority,Dubai,3076,2020,2024,In Progress,24.8398,55.5403,High,9523
INFRA-0442,District Cooling - Zone 12,District Cooling,ADJP,Dubai,1223,2022,2026,Completed,25.3146,55.0005,High,2572
INFRA-0443,Smart City - Zone 17,Smart City,Smart Dubai,Dubai,2355,2018,2021,Completed,25.3664,55.2603,Medium,5809
INFRA-0444,Road Widening - Zone 8,Road Widening,Expo Authority,Other,1132,2018,2021,Planned,25.0875,55.5762,Low,9479
INFRA-0445,Free Zone - Zone 6,Free Zone,DMRC,Sharjah,4035,2019,2021,Planned,25.3353,55.6806,Medium,1605
INFRA-0446,Bridge/Overpass - Zone 6,Bridge/Overpass,ADNOC,Dubai,4109,2019,2024,Completed,25.0365,55.233,Medium,4299
INFRA-0447,Metro Expansion - Zone 8,Metro Expansion,ADNOC,Dubai,4854,2021,2023,Planned,24.8564,55.5457,Low,5885
INFRA-0448,Smart City - Zone 4,Smart City,RTA,Sharjah,58,2021,2022,In Progress,25.2084,55.5802,High,6762
INFRA-0449,Mixed Use Development Zone - Zone 18,Mixed Use Development Zone,Dubai South,Other,522,2021,2026,Planned,25.1523,55.5448,Medium,2562
INFRA-0450,District Cooling - Zone 3,District Cooling,ADNOC,Sharjah,839,2023,2024,In Progress,24.9737,55.5962,Medium,2124
INFRA-0451,Airport Expansion - Zone 19,Airport Expansion,Dubai Municipality,Dubai,4275,2023,2027,Completed,24.8525,55.6806,Medium,5248
INFRA-0452,Water Infrastructure - Zone 7,Water Infrastructure,DEWA,Abu Dhabi,4008,2020,2022,In Progress,25.3674,55.0362,Medium,5288
INFRA-0453,Metro Expansion - Zone 15,Metro Expansion,RTA,Dubai,1272,2021,2024,Planned,24.9377,55.267,High,9113
INFRA-0454,Water Infrastructure - Zone 5,Water Infrastructure,Smart Dubai,Sharjah,1113,2022,2025,Planned,24.9552,55.1779,Medium,762
INFRA-0455,Free Zone - Zone 1,Free Zone,DMRC,Dubai,4969,2021,2026,In Progress,25.1085,55.4525,Medium,3037
INFRA-0456,Smart Road - Zone 8,Smart Road,Dubai Municipality,Sharjah,4880,2019,2024,In Progress,25.1368,55.3249,High,3703
INFRA-0457,Road Widening - Zone 1,Road Widening,Dubai South,Dubai,287,2024,2026,Planned,25.3666,54.9347,Low,4884
INFRA-0458,Mixed Use Development Zone - Zone 7,Mixed Use Development Zone,Dubai South,Abu Dhabi,611,2019,2022,Planned,24.9084,55.4233,Low,9016
INFRA-0459,Smart Road - Zone 7,Smart Road,DEWA,Dubai,670,2019,2020,Planned,24.9791,55.332,Medium,5849
INFRA-0460,Mixed Use Development Zone - Zone 7,Mixed Use Development Zone,ADNOC,Dubai,3415,2019,2020,Planned,25.1771,55.2727,High,4839
INFRA-0461,Airport Expansion - Zone 16,Airport Expansion,DMRC,Dubai,3883,2023,2028,In Progress,25.2232,55.0104,Medium,8067
INFRA-0462,Smart City - Zone 18,Smart City,ADNOC,Dubai,4962,2022,2023,Completed,25.215,55.1865,High,7558
INFRA-0463,District Cooling - Zone 13,District Cooling,Expo Authority,Abu Dhabi,273,2022,2026,Planned,24.8255,55.0278,Low,8016
INFRA-0464,Metro Expansion - Zone 11,Metro Expansion,Smart Dubai,Dubai,3598,2022,2023,Completed,24.9811,55.3762,High,9243
INFRA-0465,District Cooling - Zone 12,District Cooling,ADNOC,Dubai,1335,2022,2025,Tendered,25.1328,55.3547,High,5637
INFRA-0466,Mixed Use Development Zone - Zone 10,Mixed Use Development Zone,Dubai Municipality,Abu Dhabi,4191,2024,2025,Completed,25.1792,55.0284,Low,2771
INFRA-0467,Mixed Use Development Zone - Zone 18,Mixed Use Development Zone,DMRC,Dubai,4793,2022,2023,In Progress,24.9238,55.4052,Medium,5132
INFRA-0468,Airport Expansion - Zone 2,Airport Expansion,DMRC,Abu Dhabi,4909,2021,2026,Planned,25.1034,55.6693,Low,7928
INFRA-0469,Smart City - Zone 11,Smart City,Dubai Municipality,Dubai,2277,2023,2027,Completed,24.9709,55.0474,Medium,2725
INFRA-0470,Water Infrastructure - Zone 7,Water Infrastructure,ADJP,Dubai,1498,2020,2024,Completed,25.2727,55.6732,Low,7428
INFRA-0471,District Cooling - Zone 8,District Cooling,DMRC,Sharjah,1107,2024,2026,In Progress,24.9088,55.354,Low,594
INFRA-0472,Smart Road - Zone 1,Smart Road,DMRC,Dubai,2026,2020,2021,In Progress,24.8227,54.996,High,1545
INFRA-0473,Smart Road - Zone 17,Smart Road,DMRC,Dubai,4941,2020,2023,In Progress,24.8002,55.3717,Low,9676
INFRA-0474,Mixed Use Development Zone - Zone 18,Mixed Use Development Zone,DMRC,Dubai,2710,2019,2022,Completed,25.273,55.5683,Medium,1457
INFRA-0475,Port Development - Zone 2,Port Development,ADNOC,Dubai,3591,2022,2027,Tendered,25.1425,54.9356,Medium,9649
INFRA-0476,Road Widening - Zone 5,Road Widening,ADJP,Dubai,2934,2019,2022,Completed,25.3422,55.6945,High,6099
INFRA-0477,Cycling Track - Zone 2,Cycling Track,Smart Dubai,Dubai,3693,2023,2026,Tendered,24.863,55.2134,High,7721
INFRA-0478,Port Development - Zone 17,Port Development,Dubai South,Dubai,2479,2023,2028,Completed,24.8275,55.0381,Medium,280
INFRA-0479,Mixed Use Development Zone - Zone 7,Mixed Use Development Zone,RTA,Other,3852,2023,2024,In Progress,25.1444,55.0457,High,7625
INFRA-0480,Road Widening - Zone 17,Road Widening,DEWA,Sharjah,2105,2023,2024,Completed,25.0805,54.9718,Medium,4024
INFRA-0481,Road Widening - Zone 16,Road Widening,DMRC,Dubai,515,2021,2026,Planned,25.2153,54.948,Medium,2670
INFRA-0482,Water Infrastructure - Zone 15,Water Infrastructure,Dubai South,Dubai,2947,2019,2022,Planned,25.0864,55.3733,Medium,2989
INFRA-0483,Smart Road - Zone 14,Smart Road,ADNOC,Abu Dhabi,4685,2024,2026,Planned,24.9218,55.2216,Medium,7803
INFRA-0484,Smart Road - Zone 18,Smart Road,ADNOC,Dubai,897,2018,2019,Planned,24.9254,55.3834,High,5234
INFRA-0485,Airport Expansion - Zone 17,Airport Expansion,DMRC,Dubai,3746,2021,2023,Completed,25.3264,55.5207,Low,6986
INFRA-0486,Bridge/Overpass - Zone 10,Bridge/Overpass,ADJP,Sharjah,2945,2024,2026,Completed,25.2837,55.647,Low,2956
INFRA-0487,Airport Expansion - Zone 6,Airport Expansion,Expo Authority,Sharjah,3223,2023,2027,Planned,24.9088,55.3376,Medium,2482
INFRA-0488,Cycling Track - Zone 9,Cycling Track,Dubai South,Dubai,1960,2018,2020,Planned,25.1977,55.6023,High,2913
INFRA-0489,Metro Expansion - Zone 13,Metro Expansion,Smart Dubai,Dubai,3459,2024,2025,Completed,25.3417,55.3124,Medium,3050
INFRA-0490,Metro Expansion - Zone 19,Metro Expansion,ADNOC,Sharjah,2462,2018,2019,Completed,25.3765,54.9019,High,4735
INFRA-0491,Mixed Use Development Zone - Zone 3,Mixed Use Development Zone,ADJP,Dubai,2645,2021,2022,Tendered,25.3412,55.5331,Medium,4614
INFRA-0492,Smart City - Zone 8,Smart City,ADJP,Abu Dhabi,855,2018,2022,Tendered,25.0266,55.5666,High,7622
INFRA-0493,Bridge/Overpass - Zone 20,Bridge/Overpass,Smart Dubai,Abu Dhabi,2307,2019,2020,Completed,24.9499,54.9805,High,8669
INFRA-0494,Port Development - Zone 4,Port Development,Dubai South,Dubai,858,2024,2027,Tendered,24.9575,55.1084,Medium,6981
INFRA-0495,Road Widening - Zone 6,Road Widening,DEWA,Dubai,4106,2019,2023,In Progress,24.9716,55.051,Medium,221
INFRA-0496,Road Widening - Zone 13,Road Widening,DEWA,Dubai,807,2021,2023,Completed,25.0413,55.2133,Low,2864
INFRA-0497,Water Infrastructure - Zone 9,Water Infrastructure,Dubai Municipality,Abu Dhabi,4897,2021,2023,In Progress,24.947,55.583,Low,1454
INFRA-0498,District Cooling - Zone 19,District Cooling,Dubai South,Dubai,126,2020,2024,Tendered,25.1289,54.9827,Low,4636
INFRA-0499,Mixed Use Development Zone - Zone 13,Mixed Use Development Zone,ADNOC,Dubai,4882,2020,2025,Planned,24.8008,55.2385,Low,9009
INFRA-0500,Bridge/Overpass - Zone 3,Bridge/Overpass,Dubai South,Abu Dhabi,2938,2021,2025,Completed,24.9117,55.4219,Medium,8448
